speciesabbr,smplNm,mcp_ddPCR,mcp_qPCR,sdmn_ddPCR,sdmn_qPCR,sdmx_ddPCR,sdmx_qPCR,ddlod,qlod,qloq,sp.f2
Bonham,MST2021-051,0,0,0,0,0.48347670584917046,0,0.602823607623575,0.03088080710546077,0.6176161421092154,0.6176161421092154
Bonham,MST2021-052,0,0,0,0,0.42456936091184605,0,0.602823607623575,0.03088080710546077,0.6176161421092154,0.6176161421092154
Bonham,MST2021-055,0,0,0,0,0.422143414616585,0,0.602823607623575,0.03088080710546077,0.6176161421092154,0.6176161421092154
Bonham,MST2021-058,0,0,0,0,0.397355929017067,0,0.602823607623575,0.03088080710546077,0.6176161421092154,0.6176161421092154
Bonham,MST2021-062,0,0,0,0,0.4412977769970895,0,0.602823607623575,0.03088080710546077,0.6176161421092154,0.6176161421092154
Bonham,MST2021-064,0.2906516194343565,0,0.078765172511339,0,0.723458528518675,0,0.602823607623575,0.03088080710546077,0.6176161421092154,0.6176161421092154
Bonham,MST2021-070,0,0,0,0,0.437961742281914,0,0.602823607623575,0.03088080710546077,0.6176161421092154,0.6176161421092154
Bonham,MST2021-071,0,0,0,0,0.50067041069269,0,0.602823607623575,0.03088080710546077,0.6176161421092154,0.6176161421092154
Bonham,MST2021-075,0,0.03155332246020192,0,-0.023098635188472,0.4457680881023405,0.08620528010887585,0.602823607623575,0.03088080710546077,0.6176161421092154,0.6176161421092154
Bonham,MST2021-076,0,0,0,0,0.503424741327765,0,0.602823607623575,0.03088080710546077,0.6176161421092154,0.6176161421092154
Bonham,MST2021-079,0,0,0,0,0.42331952601671197,0,0.602823607623575,0.03088080710546077,0.6176161421092154,0.6176161421092154
Bonham,MST2021-081,0,0,0,0,0.41539307683706295,0,0.602823607623575,0.03088080710546077,0.6176161421092154,0.6176161421092154
Bonham,MST2021-082,0,0,0,0,0.448974072933197,0,0.602823607623575,0.03088080710546077,0.6176161421092154,0.6176161421092154
Bonham,MST2021-083,0,0,0,0,0.58620922267437,0,0.602823607623575,0.03088080710546077,0.6176161421092154,0.6176161421092154
Bonham,MST2021-085,0,0,0,0,0.410648211836815,0,0.602823607623575,0.03088080710546077,0.6176161421092154,0.6176161421092154
Bonham,MST2021-088,0.672730207443235,0.13986260658142133,0.291955452412367,0.053784329302051334,1.29339203238487,0.2259408838607913,0.602823607623575,0.03088080710546077,0.6176161421092154,0.6176161421092154
Bonham,MST2021-089,0,0,0,0,0.4597656801342965,0,0.602823607623575,0.03088080710546077,0.6176161421092154,0.6176161421092154
Bonham,MST2021-099,0,0,0,0,0.44703006744384755,0,0.602823607623575,0.03088080710546077,0.6176161421092154,0.6176161421092154
Bonham,NEKfeb2022,0,0,0,0,0.41385598480701447,0,0.602823607623575,0.03088080710546077,0.6176161421092154,0.6176161421092154
Bonham,NTC,0,0,0,0,0.43411340564489354,0,0.602823607623575,0.03088080710546077,0.6176161421092154,0.6176161421092154
Bonham,stdE-1,0,0.03088080710546077,0,-0.002947422185792588,0.415886454284191,0.06470903639671413,0.602823607623575,0.03088080710546077,0.6176161421092154,0.6176161421092154
Bonham,stdE0,0.602823607623575,0.6176161421092154,0.261617861688137,0.6176161421092154,1.158983185887335,0.6176161421092154,0.602823607623575,0.03088080710546077,0.6176161421092154,0.6176161421092154
Bonham,stdE1,8.4227007627487,6.1761614210921545,6.93220794200895,6.1761614210921545,10.11350750923155,6.1761614210921545,0.602823607623575,0.03088080710546077,0.6176161421092154,0.6176161421092154
Bonham,stdE2,65.9788179397585,61.76161421092154,61.542248725891,61.76161421092154,70.4187297821045,61.76161421092154,0.602823607623575,0.03088080710546077,0.6176161421092154,0.6176161421092154
Bonham,stdE3,794.749298095705,617.6161421092155,778.07945251465,617.6161421092155,811.46659851074,617.6161421092155,0.602823607623575,0.03088080710546077,0.6176161421092154,0.6176161421092154
Bonham,stdE4,7397.85095214845,6176.161421092154,7326.8688964844005,6176.161421092154,7469.6990966797,6176.161421092154,0.602823607623575,0.03088080710546077,0.6176161421092154,0.6176161421092154
Bonham,stdE5,5000000,61761.61421092154,55245.2197265625,61761.61421092154,5000000,61761.61421092154,0.602823607623575,0.03088080710546077,0.6176161421092154,0.6176161421092154
Calsap,MST1022,0,0,0,0,0.44957563281059254,0,6.69409215450285,0.010616501141890505,0.6369900685134303,0.6369900685134303
Calsap,MST1024,0,0,0,0,0.4383670166134835,0,6.69409215450285,0.010616501141890505,0.6369900685134303,0.6369900685134303
Calsap,MST1027,0,0,0,0,0.43672669678926446,0,6.69409215450285,0.010616501141890505,0.6369900685134303,0.6369900685134303
Calsap,MST1028,0,0,0,0,0.442388691008091,0,6.69409215450285,0.010616501141890505,0.6369900685134303,0.6369900685134303
Calsap,MST1031,0,0,0,0,0.499490350484848,0,6.69409215450285,0.010616501141890505,0.6369900685134303,0.6369900685134303
Calsap,MST1038,0,0,0,0,0.47839306294918055,0,6.69409215450285,0.010616501141890505,0.6369900685134303,0.6369900685134303
Calsap,MST1039,0,0,0,0,0.6726863980293251,0,6.69409215450285,0.010616501141890505,0.6369900685134303,0.6369900685134303
Calsap,MST1043,0,0,0,0,0.4595033451914785,0,6.69409215450285,0.010616501141890505,0.6369900685134303,0.6369900685134303
Calsap,MST1054,0,0,0,0,0.4833896830677985,0,6.69409215450285,0.010616501141890505,0.6369900685134303,0.6369900685134303
Calsap,MST2021-002,0,0,0,0,0.52145157009363,0,6.69409215450285,0.010616501141890505,0.6369900685134303,0.6369900685134303
Calsap,MST2021-005,0,0,0,0,0.4491744190454485,0,6.69409215450285,0.010616501141890505,0.6369900685134303,0.6369900685134303
Calsap,MST2021-006,0,0,0,0,0.57916846126318,0,6.69409215450285,0.010616501141890505,0.6369900685134303,0.6369900685134303
Calsap,MST2021-008,0,0,0,0,0.488610342144966,0,6.69409215450285,0.010616501141890505,0.6369900685134303,0.6369900685134303
Calsap,MST2021-011,0,0,0,0,0.55186178535223,0,6.69409215450285,0.010616501141890505,0.6369900685134303,0.6369900685134303
Calsap,MST2021-012,0,0,0,0,0.48825483769178396,0,6.69409215450285,0.010616501141890505,0.6369900685134303,0.6369900685134303
Calsap,MST2021-013,0,0,0,0,0.5368514358997349,0,6.69409215450285,0.010616501141890505,0.6369900685134303,0.6369900685134303
Calsap,MST2021-015,0,0,0,0,0.60501504689455,0,6.69409215450285,0.010616501141890505,0.6369900685134303,0.6369900685134303
Calsap,MST2021-019,0.72056755423546,0,0.312715470790863,0,1.385369300842285,0,6.69409215450285,0.010616501141890505,0.6369900685134303,0.6369900685134303
Calsap,MST2021-025,0,0,0,0,0.4626447707414625,0,6.69409215450285,0.010616501141890505,0.6369900685134303,0.6369900685134303
Calsap,MST2021-028,0,0,0,0,0.553036630153655,0,6.69409215450285,0.010616501141890505,0.6369900685134303,0.6369900685134303
Calsap,MST2021-029,0,0,0,0,0.59809509664774,0,6.69409215450285,0.010616501141890505,0.6369900685134303,0.6369900685134303
Calsap,MST2021-030,0,0,0,0,0.48677913844585396,0,6.69409215450285,0.010616501141890505,0.6369900685134303,0.6369900685134303
Calsap,MST2021-031,0,0,0,0,0.64201056957245,0,6.69409215450285,0.010616501141890505,0.6369900685134303,0.6369900685134303
Calsap,MST2021-032,0,0,0,0,0.564393252134325,0,6.69409215450285,0.010616501141890505,0.6369900685134303,0.6369900685134303
Calsap,MST2021-039,0,0.04005959764206684,0,-0.029325660804759325,0.4441699385643005,0.10944485608889301,6.69409215450285,0.010616501141890505,0.6369900685134303,0.6369900685134303
Calsap,MST2021-040,0,0,0,0,0.605652071535585,0,6.69409215450285,0.010616501141890505,0.6369900685134303,0.6369900685134303
Calsap,MST2021-043,0,0,0,0,0.481251962482929,0,6.69409215450285,0.010616501141890505,0.6369900685134303,0.6369900685134303
Calsap,MST2021-044,0,0,0,0,0.71143351495266,0,6.69409215450285,0.010616501141890505,0.6369900685134303,0.6369900685134303
Calsap,MST2021-049,0,0,0,0,0.426887534558773,0,6.69409215450285,0.010616501141890505,0.6369900685134303,0.6369900685134303
Calsap,MST2021-051,0,0,0,0,0.44132195413112646,0,6.69409215450285,0.010616501141890505,0.6369900685134303,0.6369900685134303
Calsap,MST2021-052,0,0,0,0,0.44990215450525295,0,6.69409215450285,0.010616501141890505,0.6369900685134303,0.6369900685134303
Calsap,MST2021-055,0,0,0,0,0.44480778276920296,0,6.69409215450285,0.010616501141890505,0.6369900685134303,0.6369900685134303
Calsap,MST2021-058,0,0,0,0,0.4318320751190185,0,6.69409215450285,0.010616501141890505,0.6369900685134303,0.6369900685134303
Calsap,MST2021-062,0,0,0,0,0.4512888565659525,0,6.69409215450285,0.010616501141890505,0.6369900685134303,0.6369900685134303
Calsap,MST2021-064,0,0,0,0,0.4288654029369355,0,6.69409215450285,0.010616501141890505,0.6369900685134303,0.6369900685134303
Calsap,MST2021-070,0,0,0,0,0.45101083815097803,0,6.69409215450285,0.010616501141890505,0.6369900685134303,0.6369900685134303
Calsap,MST2021-071,0,0,0,0,0.42537670582532894,0,6.69409215450285,0.010616501141890505,0.6369900685134303,0.6369900685134303
Calsap,MST2021-075,0,0,0,0,0.4325976222753525,0,6.69409215450285,0.010616501141890505,0.6369900685134303,0.6369900685134303
Calsap,MST2021-076,0,0,0,0,0.53904350847006,0,6.69409215450285,0.010616501141890505,0.6369900685134303,0.6369900685134303
Calsap,MST2021-079,0.3959447145462035,0,0.107298381626606,0,0.98555587232113,0,6.69409215450285,0.010616501141890505,0.6369900685134303,0.6369900685134303
Calsap,MST2021-081,0,0,0,0,0.6341739743947999,0,6.69409215450285,0.010616501141890505,0.6369900685134303,0.6369900685134303
Calsap,MST2021-082,0,0,0,0,0.44887397438287746,0,6.69409215450285,0.010616501141890505,0.6369900685134303,0.6369900685134303
Calsap,MST2021-083,0,0,0,0,0.60456082224846,0,6.69409215450285,0.010616501141890505,0.6369900685134303,0.6369900685134303
Calsap,MST2021-085,0,0,0,0,0.4973310604691505,0,6.69409215450285,0.010616501141890505,0.6369900685134303,0.6369900685134303
Calsap,MST2021-088,0,0,0,0,0.4371533915400505,0,6.69409215450285,0.010616501141890505,0.6369900685134303,0.6369900685134303
Calsap,MST2021-089,0,0,0,0,0.430194213986397,0,6.69409215450285,0.010616501141890505,0.6369900685134303,0.6369900685134303
Calsap,MST2021-099,0,0,0,0,0.605469904839995,0,6.69409215450285,0.010616501141890505,0.6369900685134303,0.6369900685134303
Calsap,NEKfeb2022,0,0,0,0,0.4732760414481165,0,6.69409215450285,0.010616501141890505,0.6369900685134303,0.6369900685134303
Calsap,NTC,0,0,0,0,0.536279417574405,0,6.69409215450285,0.010616501141890505,0.6369900685134303,0.6369900685134303
Calsap,stdE-1,0,0.010616501141890505,0,-0.015388509509416183,0.46475410461425803,0.03662151179319719,6.69409215450285,0.010616501141890505,0.6369900685134303,0.6369900685134303
Calsap,stdE0,0,0.6369900685134303,0,0.6369900685134303,0.465613976120949,0.6369900685134303,6.69409215450285,0.010616501141890505,0.6369900685134303,0.6369900685134303
Calsap,stdE1,6.69409215450285,6.369900685134303,5.339038968086251,6.369900685134303,8.26160967350005,6.369900685134303,6.69409215450285,0.010616501141890505,0.6369900685134303,0.6369900685134303
Calsap,stdE2,58.2350397109985,63.69900685134303,53.847026824951,63.69900685134303,62.62633323669449,63.69900685134303,6.69409215450285,0.010616501141890505,0.6369900685134303,0.6369900685134303
Calsap,stdE3,661.244201660155,636.9900685134303,645.459365844725,636.9900685134303,677.071533203125,636.9900685134303,6.69409215450285,0.010616501141890505,0.6369900685134303,0.6369900685134303
Calsap,stdE4,5520.85205078125,6369.900685134303,5466.0528564453,6369.900685134303,5576.16638183595,6369.900685134303,6.69409215450285,0.010616501141890505,0.6369900685134303,0.6369900685134303
Calsap,stdE5,5000000,63699.00685134303,55510.46875,63699.00685134303,5000000,63699.00685134303,6.69409215450285,0.010616501141890505,0.6369900685134303,0.6369900685134303
Caraur,MST1022,0,0,0,0,0.4486989229917525,0,3.490665555000305,0.09584465957187928,0.1878931074687527,0.022547172896250325
Caraur,MST1024,0,0,0,0,0.46985194087028503,0,3.490665555000305,0.09584465957187928,0.1878931074687527,0.022547172896250325
Caraur,MST1027,0,0,0,0,0.4243680089712145,0,3.490665555000305,0.09584465957187928,0.1878931074687527,0.022547172896250325
Caraur,MST1028,0,0,0,0,0.42029269039630895,0,3.490665555000305,0.09584465957187928,0.1878931074687527,0.022547172896250325
Caraur,MST1031,0,0,0,0,0.4425345733761785,0,3.490665555000305,0.09584465957187928,0.1878931074687527,0.022547172896250325
Caraur,MST1038,0,0,0,0,0.423675887286663,0,3.490665555000305,0.09584465957187928,0.1878931074687527,0.022547172896250325
Caraur,MST1039,0,0,0,0,0.42220983654260646,0,3.490665555000305,0.09584465957187928,0.1878931074687527,0.022547172896250325
Caraur,MST1043,0.31592432409524895,0,0.085613811388612,0,0.7863670587539651,0,3.490665555000305,0.09584465957187928,0.1878931074687527,0.022547172896250325
Caraur,MST1054,0,0,0,0,0.420226901769638,0,3.490665555000305,0.09584465957187928,0.1878931074687527,0.022547172896250325
Caraur,MST2021-002,0,0,0,0,0.4413703456521035,0,3.490665555000305,0.09584465957187928,0.1878931074687527,0.022547172896250325
Caraur,MST2021-005,0,0,0,0,0.42038045823574055,0,3.490665555000305,0.09584465957187928,0.1878931074687527,0.022547172896250325
Caraur,MST2021-006,0,0,0,0,0.430700406432152,0,3.490665555000305,0.09584465957187928,0.1878931074687527,0.022547172896250325
Caraur,MST2021-008,0,0,0,0,0.4563008248806,0,3.490665555000305,0.09584465957187928,0.1878931074687527,0.022547172896250325
Caraur,MST2021-011,0,0,0,0,0.437699891626835,0,3.490665555000305,0.09584465957187928,0.1878931074687527,0.022547172896250325
Caraur,MST2021-012,0,0,0,0,0.39690550416708,0,3.490665555000305,0.09584465957187928,0.1878931074687527,0.022547172896250325
Caraur,MST2021-013,0,0,0,0,0.44790029525756847,0,3.490665555000305,0.09584465957187928,0.1878931074687527,0.022547172896250325
Caraur,MST2021-015,0,0,0,0,0.39364602416753747,0,3.490665555000305,0.09584465957187928,0.1878931074687527,0.022547172896250325
Caraur,MST2021-019,0,0,0,0,0.415307395160198,0,3.490665555000305,0.09584465957187928,0.1878931074687527,0.022547172896250325
Caraur,MST2021-025,0,0,0,0,0.4098957404494285,0,3.490665555000305,0.09584465957187928,0.1878931074687527,0.022547172896250325
Caraur,MST2021-028,0,0,0,0,0.43120775371789954,0,3.490665555000305,0.09584465957187928,0.1878931074687527,0.022547172896250325
Caraur,MST2021-029,0,0,0,0,0.433996431529522,0,3.490665555000305,0.09584465957187928,0.1878931074687527,0.022547172896250325
Caraur,MST2021-030,0,0,0,0,0.41603684425354,0,3.490665555000305,0.09584465957187928,0.1878931074687527,0.022547172896250325
Caraur,MST2021-031,0,0,0,0,0.4143670946359635,0,3.490665555000305,0.09584465957187928,0.1878931074687527,0.022547172896250325
Caraur,MST2021-032,0,0,0,0,0.46092357486486446,0,3.490665555000305,0.09584465957187928,0.1878931074687527,0.022547172896250325
Caraur,MST2021-039,0,0,0,0,0.4073454812169075,0,3.490665555000305,0.09584465957187928,0.1878931074687527,0.022547172896250325
Caraur,MST2021-040,0,0,0,0,0.49680944532155996,0,3.490665555000305,0.09584465957187928,0.1878931074687527,0.022547172896250325
Caraur,MST2021-043,0,0,0,0,0.3998418524861335,0,3.490665555000305,0.09584465957187928,0.1878931074687527,0.022547172896250325
Caraur,MST2021-044,0,0,0,0,0.522127710282805,0,3.490665555000305,0.09584465957187928,0.1878931074687527,0.022547172896250325
Caraur,MST2021-049,0.29784819111228,0,0.0807153712958095,0,0.741372108459475,0,3.490665555000305,0.09584465957187928,0.1878931074687527,0.022547172896250325
Caraur,MST2021-051,0,0,0,0,0.4626447707414625,0,3.490665555000305,0.09584465957187928,0.1878931074687527,0.022547172896250325
Caraur,MST2021-052,0,0,0,0,0.41763350367546104,0,3.490665555000305,0.09584465957187928,0.1878931074687527,0.022547172896250325
Caraur,MST2021-055,0,0,0,0,0.45840475708246253,0,3.490665555000305,0.09584465957187928,0.1878931074687527,0.022547172896250325
Caraur,MST2021-058,0,0,0,0,0.45217577368021,0,3.490665555000305,0.09584465957187928,0.1878931074687527,0.022547172896250325
Caraur,MST2021-062,0,0,0,0,0.51643542945385,0,3.490665555000305,0.09584465957187928,0.1878931074687527,0.022547172896250325
Caraur,MST2021-064,0,0,0,0,0.4262548312544825,0,3.490665555000305,0.09584465957187928,0.1878931074687527,0.022547172896250325
Caraur,MST2021-070,0,0,0,0,0.43937157839536656,0,3.490665555000305,0.09584465957187928,0.1878931074687527,0.022547172896250325
Caraur,MST2021-071,0,0,0,0,0.4199639335274695,0,3.490665555000305,0.09584465957187928,0.1878931074687527,0.022547172896250325
Caraur,MST2021-075,0,0,0,0,0.42294155806302997,0,3.490665555000305,0.09584465957187928,0.1878931074687527,0.022547172896250325
Caraur,MST2021-076,0,0,0,0,0.416833646595478,0,3.490665555000305,0.09584465957187928,0.1878931074687527,0.022547172896250325
Caraur,MST2021-079,0.33099923282861704,0,0.08969895541667951,0,0.82389160990715,0,3.490665555000305,0.09584465957187928,0.1878931074687527,0.022547172896250325
Caraur,MST2021-081,0,0,0,0,0.47641187906265253,0,3.490665555000305,0.09584465957187928,0.1878931074687527,0.022547172896250325
Caraur,MST2021-082,0,0,0,0,0.45843087136745453,0,3.490665555000305,0.09584465957187928,0.1878931074687527,0.022547172896250325
Caraur,MST2021-083,0,0,0,0,0.4624588042497635,0,3.490665555000305,0.09584465957187928,0.1878931074687527,0.022547172896250325
Caraur,MST2021-085,0,0,0,0,0.50595510751009,0,3.490665555000305,0.09584465957187928,0.1878931074687527,0.022547172896250325
Caraur,MST2021-088,0,0,0,0,0.44229149818420405,0,3.490665555000305,0.09584465957187928,0.1878931074687527,0.022547172896250325
Caraur,MST2021-089,0,0,0,0,0.44985190033912653,0,3.490665555000305,0.09584465957187928,0.1878931074687527,0.022547172896250325
Caraur,MST2021-099,0,0,0,0,0.442461594939232,0,3.490665555000305,0.09584465957187928,0.1878931074687527,0.022547172896250325
Caraur,NEKfeb2022,0,0,0,0,0.4219885542988775,0,3.490665555000305,0.09584465957187928,0.1878931074687527,0.022547172896250325
Caraur,NTC,0,0,0,0,0.4347462207078935,0,3.490665555000305,0.09584465957187928,0.1878931074687527,0.022547172896250325
Caraur,stdE-1,0,0,0,0,0.4150504991412165,0,3.490665555000305,0.09584465957187928,0.1878931074687527,0.022547172896250325
Caraur,stdE0,0,0,0,0,0.413792207837105,0,3.490665555000305,0.09584465957187928,0.1878931074687527,0.022547172896250325
Caraur,stdE1,0,0.1878931074687527,0,0.09584465957187928,0.4076754301786425,0.27994155536562615,3.490665555000305,0.09584465957187928,0.1878931074687527,0.022547172896250325
Caraur,stdE2,3.490665555000305,2.2547172896250323,2.57620185613632,2.2547172896250323,4.59967613220215,2.2547172896250323,3.490665555000305,0.09584465957187928,0.1878931074687527,0.022547172896250325
Caraur,stdE3,24.9246096611023,22.547172896250324,22.26341009140015,22.547172896250324,27.79093503952025,22.547172896250324,3.490665555000305,0.09584465957187928,0.1878931074687527,0.022547172896250325
Caraur,stdE4,295.4143714904785,225.47172896250325,285.6553649902345,225.47172896250325,305.189628601074,225.47172896250325,3.490665555000305,0.09584465957187928,0.1878931074687527,0.022547172896250325
Caraur,stdE5,2995.0656127929697,2254.7172896250327,2960.0350952148447,2254.7172896250327,3030.305786132815,2254.7172896250327,3.490665555000305,0.09584465957187928,0.1878931074687527,0.022547172896250325
Colper,MST1022,0,0,0,0,0,0,1.052644550800325,0.017632886585161597,0.88164432925808,1.057973195109696
Colper,MST1024,0,0,0,0,0.4992735385894775,0,1.052644550800325,0.017632886585161597,0.88164432925808,1.057973195109696
Colper,MST1027,0,0,0,0,0.51439020782709,0,1.052644550800325,0.017632886585161597,0.88164432925808,1.057973195109696
Colper,MST1028,0,0,0,0,0,0,1.052644550800325,0.017632886585161597,0.88164432925808,1.057973195109696
Colper,MST1031,0,0,0,0,0.48979904502630245,0,1.052644550800325,0.017632886585161597,0.88164432925808,1.057973195109696
Colper,MST1038,0,0,0,0,0.47765526920557,0,1.052644550800325,0.017632886585161597,0.88164432925808,1.057973195109696
Colper,MST1039,0.361734926700592,0,0.0980279687792065,0,0.9003996104002,0,1.052644550800325,0.017632886585161597,0.88164432925808,1.057973195109696
Colper,MST1043,0,0,0,0,0.531641468405725,0,1.052644550800325,0.017632886585161597,0.88164432925808,1.057973195109696
Colper,MST1054,0,0,0,0,0.4447586461901665,0,1.052644550800325,0.017632886585161597,0.88164432925808,1.057973195109696
Colper,MST2021-002,0,0,0,0,0.4965337365865705,0,1.052644550800325,0.017632886585161597,0.88164432925808,1.057973195109696
Colper,MST2021-005,0.398600921034813,0,0.108018182218075,0,0.992167741060255,0,1.052644550800325,0.017632886585161597,0.88164432925808,1.057973195109696
Colper,MST2021-006,0,0,0,0,0.48542939126491547,0,1.052644550800325,0.017632886585161597,0.88164432925808,1.057973195109696
Colper,MST2021-008,0,0,0,0,0.466558150947094,0,1.052644550800325,0.017632886585161597,0.88164432925808,1.057973195109696
Colper,MST2021-011,0,0,0,0,0.4676418751478195,0,1.052644550800325,0.017632886585161597,0.88164432925808,1.057973195109696
Colper,MST2021-012,0,0,0,0,0.501013062894345,0,1.052644550800325,0.017632886585161597,0.88164432925808,1.057973195109696
Colper,MST2021-013,0,0,0,0,0.5183301493525501,0,1.052644550800325,0.017632886585161597,0.88164432925808,1.057973195109696
Colper,MST2021-015,0,0,0,0,0.5237577483058,0,1.052644550800325,0.017632886585161597,0.88164432925808,1.057973195109696
Colper,MST2021-019,0,0,0,0,0.4369399696588515,0,1.052644550800325,0.017632886585161597,0.88164432925808,1.057973195109696
Colper,MST2021-025,0,0,0,0,0.617447160184385,0,1.052644550800325,0.017632886585161597,0.88164432925808,1.057973195109696
Colper,MST2021-028,0,0,0,0,0.6365802139043799,0,1.052644550800325,0.017632886585161597,0.88164432925808,1.057973195109696
Colper,MST2021-029,0,0,0,0,0.49069441854953755,0,1.052644550800325,0.017632886585161597,0.88164432925808,1.057973195109696
Colper,MST2021-030,0,0,0,0,0.494096502661705,0,1.052644550800325,0.017632886585161597,0.88164432925808,1.057973195109696
Colper,MST2021-031,0,0,0,0,0.50783757120371,0,1.052644550800325,0.017632886585161597,0.88164432925808,1.057973195109696
Colper,MST2021-032,0,0,0,0,0.505796186625955,0,1.052644550800325,0.017632886585161597,0.88164432925808,1.057973195109696
Colper,MST2021-039,0,0,0,0,0.53638659417629,0,1.052644550800325,0.017632886585161597,0.88164432925808,1.057973195109696
Colper,MST2021-040,0,0,0,0,0.52399631589651,0,1.052644550800325,0.017632886585161597,0.88164432925808,1.057973195109696
Colper,MST2021-043,0,0,0,0,0.49598328769207,0,1.052644550800325,0.017632886585161597,0.88164432925808,1.057973195109696
Colper,MST2021-044,0,0,0,0,0.65135769546032,0,1.052644550800325,0.017632886585161597,0.88164432925808,1.057973195109696
Colper,MST2021-049,0,0,0,0,0,0,1.052644550800325,0.017632886585161597,0.88164432925808,1.057973195109696
Colper,MST2021-051,0,0,0,0,0.5886086449027049,0,1.052644550800325,0.017632886585161597,0.88164432925808,1.057973195109696
Colper,MST2021-052,0,0,0,0,0.568738020956515,0,1.052644550800325,0.017632886585161597,0.88164432925808,1.057973195109696
Colper,MST2021-055,0,0,0,0,0.4585352540016175,0,1.052644550800325,0.017632886585161597,0.88164432925808,1.057973195109696
Colper,MST2021-058,0,0.00849552475673086,0,-0.006219155758886215,0.490754209458828,0.023210205272347934,1.052644550800325,0.017632886585161597,0.88164432925808,1.057973195109696
Colper,MST2021-062,0.42507156729698203,0,0.11519135907292351,0,1.058060079813005,0,1.052644550800325,0.017632886585161597,0.88164432925808,1.057973195109696
Colper,MST2021-064,0,0,0,0,0.508125983178615,0,1.052644550800325,0.017632886585161597,0.88164432925808,1.057973195109696
