"","smplNm","sample","machine","value","spcNm","spA.smplN","cl.f.evl","eval.c1","vln","vlc","eDN.lv1","f2","dd.qlod","mcp_ddPCR_lod","eDN.lv1.l10"
"56","MST1024","Corcas_ddPCR","ddPCR",0,"Corcas","Corcas.MST1024","white","white",0,"ddPCR",0,1.26214731581735,0.0420715771939118,0.360338948667049,NA
"57","MST1024","Cragig_ddPCR","ddPCR",0,"Cragig","Cragig.MST1024","white","white",0,"ddPCR",0,0.819268298830287,0.0123110535560807,5.31343579292295,NA
"58","MST1024","Erisin_ddPCR","ddPCR",0.361712723970413,"Erisin","Erisin.MST1024","white","black",0.361712723970413,"ddPCR",0.361712723970413,0.364685853592156,0.0548009373867898,1.68553620576858,0.134085495569525
"59","MST1024","Hemsan_ddPCR","ddPCR",0,"Hemsan","Hemsan.MST1024","white","white",0,"ddPCR",0,0.631671659618149,0.0105278609936358,0.322470888495446,NA
"60","MST1024","Hemtak_ddPCR","ddPCR",0,"Hemtak","Hemtak.MST1024","white","white",0,"ddPCR",0,0.563037107717149,0.0281518553858574,5.6800436973572,NA
"61","MST1024","Homame_ddPCR","ddPCR",0,"Homame","Homame.MST1024","white","white",0,"ddPCR",0,0.615627075262864,26.1693861679721,0.335798636078835,NA
"62","MST1024","Karmik_ddPCR","ddPCR",0,"Karmik","Karmik.MST1024","white","white",0,"ddPCR",0,0.249514042078587,0.0499028084157174,0.409050658345222,NA
"63","MST1024","Mnelei_ddPCR","ddPCR",0,"Mnelei","Mnelei.MST1024","white","white",0,"ddPCR",0,0.565945481842138,0.00943242469736896,1.45512744784355,NA
"64","MST1024","Myaare_ddPCR","ddPCR",0,"Myaare","Myaare.MST1024","white","white",0,"ddPCR",0,1.00471092350427,0.0167451820584044,5.1446944475174,NA
"65","MST1024","Oncmyk_ddPCR","ddPCR",0,"Oncmyk","Oncmyk.MST1024","white","white",0,"ddPCR",0,0.483938046437317,0.0806563410728862,1.06313988566398,NA
"66","MST1024","Promin_ddPCR","ddPCR",0,"Promin","Promin.MST1024","white","white",0,"ddPCR",0,0.558615680442301,0.01862052268141,0.560731440782545,NA
"67","MST1024","Psefar_ddPCR","ddPCR",6.52507305145265,"Psefar","Psefar.MST1024","black","black",6.52507305145265,"ddPCR",6.52507305145265,0.548095136203483,0.0274047568101742,7.0030003786087,0.876510720304258
"68","MST1024","Psever_ddPCR","ddPCR",117.640447616577,"Psever","Psever.MST1024","black","black",117.640447616577,"ddPCR",117.640447616577,0.697051909649079,0.0232350636549693,0.447889193892479,2.07423277656586
"69","MST1027","Bonham_qPCR","qPCR",0,"Bonham","Bonham.MST1027","white","white",0,"qPCR",0,0.617616142109215,0.0308808071054608,0.602823607623575,NA
"70","MST1027","Calsap_qPCR","qPCR",0,"Calsap","Calsap.MST1027","white","white",0,"qPCR",0,0.63699006851343,0.0106165011418905,6.69409215450285,NA
"71","MST1027","Caraur_qPCR","qPCR",0,"Caraur","Caraur.MST1027","white","white",0,"qPCR",0,0.0225471728962503,0.0958446595718793,3.49066555500031,NA
"72","MST1027","Colper_qPCR","qPCR",0,"Colper","Colper.MST1027","white","white",0,"qPCR",0,1.0579731951097,0.0176328865851616,1.05264455080033,NA
"73","MST1027","Corcas_qPCR","qPCR",0,"Corcas","Corcas.MST1027","white","white",0,"qPCR",0,1.26214731581735,0.0420715771939118,0.360338948667049,NA
"74","MST1027","Cragig_qPCR","qPCR",0,"Cragig","Cragig.MST1027","white","white",0,"qPCR",0,0.819268298830287,0.0123110535560807,5.31343579292295,NA
"75","MST1027","Erisin_qPCR","qPCR",0,"Erisin","Erisin.MST1027","white","white",0,"qPCR",0,0.364685853592156,0.0548009373867898,1.68553620576858,NA
"76","MST1027","Hemsan_qPCR","qPCR",0.0589033822593924,"Hemsan","Hemsan.MST1027","yellow","yellow",0.0589033822593924,"qPCR",0.0589033822593924,0.631671659618149,0.0105278609936358,0.322470888495446,0.0248563354938408
"77","MST1027","Hemtak_qPCR","qPCR",0,"Hemtak","Hemtak.MST1027","white","white",0,"qPCR",0,0.563037107717149,0.0281518553858574,5.6800436973572,NA
"78","MST1027","Homame_qPCR","qPCR",0,"Homame","Homame.MST1027","white","white",0,"qPCR",0,0.615627075262864,26.1693861679721,0.335798636078835,NA
"79","MST1027","Karmik_qPCR","qPCR",0,"Karmik","Karmik.MST1027","white","white",0,"qPCR",0,0.249514042078587,0.0499028084157174,0.409050658345222,NA
"80","MST1027","Mnelei_qPCR","qPCR",0.270238967579621,"Mnelei","Mnelei.MST1027","yellow","yellow",0.270238967579621,"qPCR",0.270238967579621,0.565945481842138,0.00943242469736896,1.45512744784355,0.103885431616106
"81","MST1027","Myaare_qPCR","qPCR",0.0636651821860537,"Myaare","Myaare.MST1027","orange","orange",0.0636651821860537,"qPCR",0.0636651821860537,1.00471092350427,0.0167451820584044,5.1446944475174,0.0268049433608534
"82","MST1027","Oncmyk_qPCR","qPCR",0,"Oncmyk","Oncmyk.MST1027","white","white",0,"qPCR",0,0.483938046437317,0.0806563410728862,1.06313988566398,NA
"83","MST1027","Promin_qPCR","qPCR",0,"Promin","Promin.MST1027","white","white",0,"qPCR",0,0.558615680442301,0.01862052268141,0.560731440782545,NA
"84","MST1027","Psefar_qPCR","qPCR",1.63210551669482,"Psefar","Psefar.MST1027","black","black",1.63210551669482,"qPCR",1.63210551669482,0.548095136203483,0.0274047568101742,7.0030003786087,0.420303295428151
"85","MST1027","Psever_qPCR","qPCR",0,"Psever","Psever.MST1027","white","white",0,"qPCR",0,0.697051909649079,0.0232350636549693,0.447889193892479,NA
"86","MST1027","Bonham_ddPCR","ddPCR",0,"Bonham","Bonham.MST1027","white","white",0,"ddPCR",0,0.617616142109215,0.0308808071054608,0.602823607623575,NA
"87","MST1027","Calsap_ddPCR","ddPCR",0,"Calsap","Calsap.MST1027","white","white",0,"ddPCR",0,0.63699006851343,0.0106165011418905,6.69409215450285,NA
"88","MST1027","Caraur_ddPCR","ddPCR",0,"Caraur","Caraur.MST1027","white","white",0,"ddPCR",0,0.0225471728962503,0.0958446595718793,3.49066555500031,NA
"89","MST1027","Colper_ddPCR","ddPCR",0,"Colper","Colper.MST1027","white","white",0,"ddPCR",0,1.0579731951097,0.0176328865851616,1.05264455080033,NA
"90","MST1027","Corcas_ddPCR","ddPCR",0,"Corcas","Corcas.MST1027","white","white",0,"ddPCR",0,1.26214731581735,0.0420715771939118,0.360338948667049,NA
"91","MST1027","Cragig_ddPCR","ddPCR",0,"Cragig","Cragig.MST1027","white","white",0,"ddPCR",0,0.819268298830287,0.0123110535560807,5.31343579292295,NA
"92","MST1027","Erisin_ddPCR","ddPCR",1.76594197750092,"Erisin","Erisin.MST1027","white","black",1.76594197750092,"ddPCR",1.76594197750092,0.364685853592156,0.0548009373867898,1.68553620576858,0.441843065464007
"93","MST1027","Hemsan_ddPCR","ddPCR",0,"Hemsan","Hemsan.MST1027","yellow","white",0,"ddPCR",0,0.631671659618149,0.0105278609936358,0.322470888495446,NA
"94","MST1027","Hemtak_ddPCR","ddPCR",0,"Hemtak","Hemtak.MST1027","white","white",0,"ddPCR",0,0.563037107717149,0.0281518553858574,5.6800436973572,NA
"95","MST1027","Homame_ddPCR","ddPCR",0,"Homame","Homame.MST1027","white","white",0,"ddPCR",0,0.615627075262864,26.1693861679721,0.335798636078835,NA
"96","MST1027","Karmik_ddPCR","ddPCR",0,"Karmik","Karmik.MST1027","white","white",0,"ddPCR",0,0.249514042078587,0.0499028084157174,0.409050658345222,NA
"97","MST1027","Mnelei_ddPCR","ddPCR",0.335396602749825,"Mnelei","Mnelei.MST1027","yellow","black",0.335396602749825,"ddPCR",0.335396602749825,0.565945481842138,0.00943242469736896,1.45512744784355,0.125610267053311
"98","MST1027","Myaare_ddPCR","ddPCR",0.323820039629936,"Myaare","Myaare.MST1027","orange","black",0.323820039629936,"ddPCR",0.323820039629936,1.00471092350427,0.0167451820584044,5.1446944475174,0.121828951034424
"99","MST1027","Oncmyk_ddPCR","ddPCR",0,"Oncmyk","Oncmyk.MST1027","white","white",0,"ddPCR",0,0.483938046437317,0.0806563410728862,1.06313988566398,NA
"100","MST1027","Promin_ddPCR","ddPCR",0,"Promin","Promin.MST1027","white","white",0,"ddPCR",0,0.558615680442301,0.01862052268141,0.560731440782545,NA
"101","MST1027","Psefar_ddPCR","ddPCR",8.3534586429596,"Psefar","Psefar.MST1027","black","black",8.3534586429596,"ddPCR",8.3534586429596,0.548095136203483,0.0274047568101742,7.0030003786087,0.970972230317084
"102","MST1027","Psever_ddPCR","ddPCR",0,"Psever","Psever.MST1027","white","white",0,"ddPCR",0,0.697051909649079,0.0232350636549693,0.447889193892479,NA
"103","MST1028","Bonham_qPCR","qPCR",0,"Bonham","Bonham.MST1028","white","white",0,"qPCR",0,0.617616142109215,0.0308808071054608,0.602823607623575,NA
"104","MST1028","Calsap_qPCR","qPCR",0,"Calsap","Calsap.MST1028","white","white",0,"qPCR",0,0.63699006851343,0.0106165011418905,6.69409215450285,NA
"105","MST1028","Caraur_qPCR","qPCR",0,"Caraur","Caraur.MST1028","white","white",0,"qPCR",0,0.0225471728962503,0.0958446595718793,3.49066555500031,NA
"106","MST1028","Colper_qPCR","qPCR",0,"Colper","Colper.MST1028","white","white",0,"qPCR",0,1.0579731951097,0.0176328865851616,1.05264455080033,NA
"107","MST1028","Corcas_qPCR","qPCR",0,"Corcas","Corcas.MST1028","white","white",0,"qPCR",0,1.26214731581735,0.0420715771939118,0.360338948667049,NA
"108","MST1028","Cragig_qPCR","qPCR",0,"Cragig","Cragig.MST1028","white","white",0,"qPCR",0,0.819268298830287,0.0123110535560807,5.31343579292295,NA
"109","MST1028","Erisin_qPCR","qPCR",0,"Erisin","Erisin.MST1028","white","white",0,"qPCR",0,0.364685853592156,0.0548009373867898,1.68553620576858,NA
"110","MST1028","Hemsan_qPCR","qPCR",0,"Hemsan","Hemsan.MST1028","white","white",0,"qPCR",0,0.631671659618149,0.0105278609936358,0.322470888495446,NA
"111","MST1028","Hemtak_qPCR","qPCR",0,"Hemtak","Hemtak.MST1028","white","white",0,"qPCR",0,0.563037107717149,0.0281518553858574,5.6800436973572,NA
"112","MST1028","Homame_qPCR","qPCR",0,"Homame","Homame.MST1028","white","white",0,"qPCR",0,0.615627075262864,26.1693861679721,0.335798636078835,NA
"113","MST1028","Karmik_qPCR","qPCR",0,"Karmik","Karmik.MST1028","white","white",0,"qPCR",0,0.249514042078587,0.0499028084157174,0.409050658345222,NA
"114","MST1028","Mnelei_qPCR","qPCR",0.849547051076365,"Mnelei","Mnelei.MST1028","red","red",0.849547051076365,"qPCR",0.849547051076365,0.565945481842138,0.00943242469736896,1.45512744784355,0.267065383914683
"115","MST1028","Myaare_qPCR","qPCR",0,"Myaare","Myaare.MST1028","white","white",0,"qPCR",0,1.00471092350427,0.0167451820584044,5.1446944475174,NA
"116","MST1028","Oncmyk_qPCR","qPCR",0,"Oncmyk","Oncmyk.MST1028","white","white",0,"qPCR",0,0.483938046437317,0.0806563410728862,1.06313988566398,NA
"117","MST1028","Promin_qPCR","qPCR",0,"Promin","Promin.MST1028","white","white",0,"qPCR",0,0.558615680442301,0.01862052268141,0.560731440782545,NA
"118","MST1028","Psefar_qPCR","qPCR",1.0255468992963,"Psefar","Psefar.MST1028","black","black",1.0255468992963,"qPCR",1.0255468992963,0.548095136203483,0.0274047568101742,7.0030003786087,0.306542303244013
"119","MST1028","Psever_qPCR","qPCR",0,"Psever","Psever.MST1028","white","white",0,"qPCR",0,0.697051909649079,0.0232350636549693,0.447889193892479,NA
"120","MST1028","Bonham_ddPCR","ddPCR",0,"Bonham","Bonham.MST1028","white","white",0,"ddPCR",0,0.617616142109215,0.0308808071054608,0.602823607623575,NA
"121","MST1028","Calsap_ddPCR","ddPCR",0,"Calsap","Calsap.MST1028","white","white",0,"ddPCR",0,0.63699006851343,0.0106165011418905,6.69409215450285,NA
"122","MST1028","Caraur_ddPCR","ddPCR",0,"Caraur","Caraur.MST1028","white","white",0,"ddPCR",0,0.0225471728962503,0.0958446595718793,3.49066555500031,NA
"123","MST1028","Colper_ddPCR","ddPCR",0,"Colper","Colper.MST1028","white","white",0,"ddPCR",0,1.0579731951097,0.0176328865851616,1.05264455080033,NA
"124","MST1028","Corcas_ddPCR","ddPCR",0,"Corcas","Corcas.MST1028","white","white",0,"ddPCR",0,1.26214731581735,0.0420715771939118,0.360338948667049,NA
"125","MST1028","Cragig_ddPCR","ddPCR",0,"Cragig","Cragig.MST1028","white","white",0,"ddPCR",0,0.819268298830287,0.0123110535560807,5.31343579292295,NA
"126","MST1028","Erisin_ddPCR","ddPCR",0.468284264206887,"Erisin","Erisin.MST1028","white","black",0.468284264206887,"ddPCR",0.468284264206887,0.364685853592156,0.0548009373867898,1.68553620576858,0.166810144425498
"127","MST1028","Hemsan_ddPCR","ddPCR",2.07967221736908,"Hemsan","Hemsan.MST1028","white","black",2.07967221736908,"ddPCR",2.07967221736908,0.631671659618149,0.0105278609936358,0.322470888495446,0.488504495148728
"128","MST1028","Hemtak_ddPCR","ddPCR",0,"Hemtak","Hemtak.MST1028","white","white",0,"ddPCR",0,0.563037107717149,0.0281518553858574,5.6800436973572,NA
"129","MST1028","Homame_ddPCR","ddPCR",0,"Homame","Homame.MST1028","white","white",0,"ddPCR",0,0.615627075262864,26.1693861679721,0.335798636078835,NA
"130","MST1028","Karmik_ddPCR","ddPCR",0.343204475939274,"Karmik","Karmik.MST1028","white","black",0.343204475939274,"ddPCR",0.343204475939274,0.249514042078587,0.0499028084157174,0.409050658345222,0.128142130325115
"131","MST1028","Mnelei_ddPCR","ddPCR",0.346112363040447,"Mnelei","Mnelei.MST1028","red","black",0.346112363040447,"ddPCR",0.346112363040447,0.565945481842138,0.00943242469736896,1.45512744784355,0.129081312942722
"132","MST1028","Myaare_ddPCR","ddPCR",0,"Myaare","Myaare.MST1028","white","white",0,"ddPCR",0,1.00471092350427,0.0167451820584044,5.1446944475174,NA
"133","MST1028","Oncmyk_ddPCR","ddPCR",0,"Oncmyk","Oncmyk.MST1028","white","white",0,"ddPCR",0,0.483938046437317,0.0806563410728862,1.06313988566398,NA
"134","MST1028","Promin_ddPCR","ddPCR",0,"Promin","Promin.MST1028","white","white",0,"ddPCR",0,0.558615680442301,0.01862052268141,0.560731440782545,NA
"135","MST1028","Psefar_ddPCR","ddPCR",5.53737461566925,"Psefar","Psefar.MST1028","black","black",5.53737461566925,"ddPCR",5.53737461566925,0.548095136203483,0.0274047568101742,7.0030003786087,0.815403372354083
"136","MST1028","Psever_ddPCR","ddPCR",0,"Psever","Psever.MST1028","white","white",0,"ddPCR",0,0.697051909649079,0.0232350636549693,0.447889193892479,NA
"137","MST1031","Bonham_qPCR","qPCR",0,"Bonham","Bonham.MST1031","white","white",0,"qPCR",0,0.617616142109215,0.0308808071054608,0.602823607623575,NA
"138","MST1031","Calsap_qPCR","qPCR",0,"Calsap","Calsap.MST1031","white","white",0,"qPCR",0,0.63699006851343,0.0106165011418905,6.69409215450285,NA
"139","MST1031","Caraur_qPCR","qPCR",0,"Caraur","Caraur.MST1031","white","white",0,"qPCR",0,0.0225471728962503,0.0958446595718793,3.49066555500031,NA
"140","MST1031","Colper_qPCR","qPCR",0,"Colper","Colper.MST1031","white","white",0,"qPCR",0,1.0579731951097,0.0176328865851616,1.05264455080033,NA
"141","MST1031","Corcas_qPCR","qPCR",0,"Corcas","Corcas.MST1031","white","white",0,"qPCR",0,1.26214731581735,0.0420715771939118,0.360338948667049,NA
"142","MST1031","Cragig_qPCR","qPCR",0,"Cragig","Cragig.MST1031","white","white",0,"qPCR",0,0.819268298830287,0.0123110535560807,5.31343579292295,NA
"143","MST1031","Erisin_qPCR","qPCR",0,"Erisin","Erisin.MST1031","white","white",0,"qPCR",0,0.364685853592156,0.0548009373867898,1.68553620576858,NA
"144","MST1031","Hemsan_qPCR","qPCR",0,"Hemsan","Hemsan.MST1031","white","white",0,"qPCR",0,0.631671659618149,0.0105278609936358,0.322470888495446,NA
"145","MST1031","Hemtak_qPCR","qPCR",0,"Hemtak","Hemtak.MST1031","white","white",0,"qPCR",0,0.563037107717149,0.0281518553858574,5.6800436973572,NA
"146","MST1031","Homame_qPCR","qPCR",0,"Homame","Homame.MST1031","white","white",0,"qPCR",0,0.615627075262864,26.1693861679721,0.335798636078835,NA
"147","MST1031","Karmik_qPCR","qPCR",0,"Karmik","Karmik.MST1031","white","white",0,"qPCR",0,0.249514042078587,0.0499028084157174,0.409050658345222,NA
"148","MST1031","Mnelei_qPCR","qPCR",0.0886647921552683,"Mnelei","Mnelei.MST1031","orange","orange",0.0886647921552683,"qPCR",0.0886647921552683,0.565945481842138,0.00943242469736896,1.45512744784355,0.0368941778941001
"149","MST1031","Myaare_qPCR","qPCR",0.0248498501746722,"Myaare","Myaare.MST1031","yellow","yellow",0.0248498501746722,"qPCR",0.0248498501746722,1.00471092350427,0.0167451820584044,5.1446944475174,0.0106602419603206
"150","MST1031","Oncmyk_qPCR","qPCR",0,"Oncmyk","Oncmyk.MST1031","white","white",0,"qPCR",0,0.483938046437317,0.0806563410728862,1.06313988566398,NA
"151","MST1031","Promin_qPCR","qPCR",0,"Promin","Promin.MST1031","white","white",0,"qPCR",0,0.558615680442301,0.01862052268141,0.560731440782545,NA
"152","MST1031","Psefar_qPCR","qPCR",190.085483181326,"Psefar","Psefar.MST1031","black","black",190.085483181326,"qPCR",190.085483181326,0.548095136203483,0.0274047568101742,7.0030003786087,2.28122769483252
"153","MST1031","Psever_qPCR","qPCR",0,"Psever","Psever.MST1031","yellow","yellow",0,"qPCR",0,0.697051909649079,0.0232350636549693,0.447889193892479,NA
"154","MST1031","Bonham_ddPCR","ddPCR",0,"Bonham","Bonham.MST1031","white","white",0,"ddPCR",0,0.617616142109215,0.0308808071054608,0.602823607623575,NA
"155","MST1031","Calsap_ddPCR","ddPCR",0,"Calsap","Calsap.MST1031","white","white",0,"ddPCR",0,0.63699006851343,0.0106165011418905,6.69409215450285,NA
