"C_d","d2","d98","C_q","q2","q98","Well","MST_sample_number","spcabbr","conc_copies_per_uL","Accepted_Droplets","Positives","Negatives","Tot_drop","init_concentration","ddpcrno","Bemaerkn","conc_qubit_ng_uL","Dato.for.ekstraktion","dato_80C","Dato_for_indsml","Dato_inds","Dyb_lagd01","Dyb_Str_m","Ekstraktionsnummer","Elueringvolumen.AE.buffer.uL","Inst","lokalitet_vanda","Lok_omr01","lok_pos_lat","lok_pos_lon","max_Dyb","MST.nummer","MST.n_Dinds","MSTno_di","MST_STEXno","Navn_Inds","Noter2","skib","smplNoSTEX","Sub_Nmb_for_extraction","Temp_Inds","U_Pr_Nr","vandsoejllagd","Vwf_mL","wdt","smpl_day","smpl_mnt","smpl_yea","Total_drop","Species","WellType","Conc","st_idx","species_idx","sp_st_idx","pres"
-2.18,-5.77,0.23,0.02,-2.61,2.1,"B02","MST2021015","Bonham",0,19530,0,19530,19530,NA,"ddpcr0021",NA,5.4,"2021-nov-24","2021-09-08","2021-09-02","2021-09-02","na",1,"MST-SX21",400,"MST_MJL",91320001,"RKB1",56.0778333333333,8.21678611111111,32,"MST2021015","MST2021015_2021-09-02","MST2021015::2021-09-02","MST2021015STEX21_03","BentJensen",NA,"Penelope","MST2021015STEX21_03","21_03",17.5,"MST2021015","nej",925,TRUE,2,9,2021,19530,"Bonham","Unknown",0,17,1,17,0
-2.26,-5.99,0.26,0.04,-2.58,2.09,"D06","MST2021019","Bonham",0,19707,0,19707,19707,NA,"ddpcr0021",NA,3.86,"2022-jan-11","2021-05-31","2021-05-25","2021-05-25","11m",1,"MST-SX24",400,"MST_NJL",93000005,"NOR409_aalborgBugt",56.8566666666667,10.7834722222222,146,"MST2021019","MST2021019_2021-05-25","MST2021019::2021-05-25","MST2021019STEX24_21","ALKRI_NICRA",NA,"Sif","MST2021019STEX24_21","24_21",88,"MST2021019","ja",1650,TRUE,25,5,2021,19707,"Bonham","Unknown",0,18,1,18,0
-2.21,-5.93,0.23,0.01,-2.73,2.13,"E03","MST2021025","Bonham",0,19684,0,19684,19684,NA,"ddpcr0021","Datoforoverfoerseltil_80Cfryserenilaboratorieterikkedokumenteremenproevemersenestblevetoverfoertd15_06_2021ogmuligvisvedentidligeredato
",3.16,"2022-jan-11","2021-06-15","2021-06-10","2021-06-10",NA,28,"MST-SX24",400,"Sjaelland",99150002,"FranksRev",55.0334833333333,15.5078333333333,39,"MST2021025","MST2021025_2021-06-10","MST2021025::2021-06-10","MST2021025STEX24_02","EmilGuddalLarsen",NA,"Mergus","MST2021025STEX24_02","24_02",16.8,"MST2021025","nej",1750,TRUE,10,6,2021,19684,"Bonham","Unknown",0,19,1,19,0
-2.22,-6.08,0.23,0.04,-2.6,2.11,"C02","MST2021028","Bonham",0,19737,0,19737,19737,NA,"ddpcr0021","VandproeverneernedkoeletogtransporterettilAalborghvorfiltreringenskete",0.58,"2021-nov-24","2021-10-09","2021-09-27","2021-09-27",NA,NA,"MST-SX21",400,"Nordjylland",92200001,"HirtshalsNOR7715_92200001",57.6078333333333,9.90025555555555,18,"MST2021028","MST2021028_2021-09-27","MST2021028::2021-09-27","MST2021028STEX21_06","SvendaageBendtsen",NA,"MagretheGaardbo","MST2021028STEX21_06","21_06",15,"MST2021028","nej",1200,TRUE,27,9,2021,19737,"Bonham","Unknown",0,20,1,20,0
-2.11,-5.82,0.37,0,-2.69,2.08,"C07","MST2021029","Bonham",0,15203,0,15203,15203,NA,"ddpcr0021",NA,5.7,"2021-nov-24","2021-09-15","2021-09-07","2021-09-07","12",1,"MST-SX21",400,"MSTSJL",97200002,"KBH431",55.8616666666667,12.7336055555556,501,"MST2021029","MST2021029_2021-09-07","MST2021029::2021-09-07","MST2021029STEX21_07","alkri",NA,"Sif","MST2021029STEX21_07","21_07",17.1,"MST2021029","ja",1800,TRUE,7,9,2021,15203,"Bonham","Unknown",0,21,1,21,0
-2.22,-6.03,0.26,0.04,-2.66,2.11,"E06","MST2021030","Bonham",0,19178,0,19178,19178,NA,"ddpcr0021",NA,4.07,"2021-nov-24","2021-05-31","2021-05-26","2021-05-26","N_A",1,"MST-SX21",400,"MST_MJL",93740007,"SkiveFjord",56.6208333333333,9.06681944444444,5,"MST2021030","MST2021030_2021-05-26","MST2021030::2021-05-26","MST2021030STEX21_08","PHELD_NICRA",NA,"Sif","MST2021030STEX21_08","21_08",115.9,"MST2021030","nej",1600,TRUE,26,5,2021,19178,"Bonham","Unknown",0,22,1,22,0
-2.24,-6.09,0.24,0,-2.8,2.16,"D02","MST2021031","Bonham",0,19543,0,19543,19543,NA,"ddpcr0021","ErudtagetmedLindahlslangesomdybdeintegredetproeverfra0_10metersammenmedplanktonproeverneogsaaprofilmaalingerchlAogvandkemi",0.97,"2021-nov-24","2021-07-03","2021-06-17","2021-06-17",NA,4,"MST-SX21",400,"Nordjylland",92200001,"HirtshalsNOR7715_92200001",57.6078333333333,9.90025555555555,15,"MST2021031","MST2021031_2021-06-17","MST2021031::2021-06-17","MST2021031STEX21_09","SvendaageBendtsen",NA,"MagretheGaardbo","MST2021031STEX21_09","21_09",14,"MST2021031","nej",1200,FALSE,17,6,2021,19543,"Bonham","Unknown",0,23,1,23,0
-2.23,-6,0.27,0.02,-2.62,2.14,"E02","MST2021032","Bonham",0,19582,0,19582,19582,NA,"ddpcr0021","erudtagetmedNiskinvandhenter",3.28,"2022-jan-11","2021-07-03","2021-06-23","2021-06-23",NA,3,"MST-SX24",400,"Nordjylland",93920064,"KragskovRevSyd",57.5407666666667,10.4687805555556,4,"MST2021032","MST2021032_2021-06-23","MST2021032::2021-06-23","MST2021032STEX24_11","SvendaageBendtsen",NA,"Pingo","MST2021032STEX24_11","24_11",15.7,"MST2021032","nej",1400,FALSE,23,6,2021,19582,"Bonham","Unknown",0,24,1,24,0
-2.22,-5.84,0.23,0.02,-2.77,2.13,"A06","MST2021039","Bonham",0,20588,0,20588,20588,NA,"ddpcr0021",NA,2.72,"2021-dec-08","2021-05-20","2021-05-07","2021-05-07","7m",1,"MST-SX22",400,"MST_NJL",93610032,"MariagerFjord",56.6626666666667,9.96678333333333,27,"MST2021039","MST2021039_2021-05-07","MST2021039::2021-05-07","MST2021039STEX22_08","PHELD_ALKRI",NA,"Sif","MST2021039STEX22_08","22_08",92.8,"MST2021039","ja",1800,FALSE,7,5,2021,20588,"Bonham","Unknown",0,25,1,25,0
-2.28,-6.11,0.24,0.02,-2.62,2.13,"F02","MST2021040","Bonham",0,19194,0,19194,19194,NA,"ddpcr0021",NA,4.92,"2021-dec-08","2021-09-22","2021-09-15","2021-09-15",NA,95,"MST-SX22",400,"MSToestjylland",93420310,"Tr3Fornaes",56.4437333333333,10.9524027777778,11,"MST2021040","MST2021040_2021-09-15","MST2021040::2021-09-15","MST2021040STEX22_09","JensDeding",NA,"Havana","MST2021040STEX22_09","22_09",15.7,"MST2021040","?",1270,FALSE,15,9,2021,19194,"Bonham","Unknown",0,26,1,26,0
-2.23,-6.02,0.33,0.01,-2.7,2.1,"A07","MST2021043","Bonham",0,16102,0,16102,16102,NA,"ddpcr0021","Dererkunenproevetilraadighed_proeve2erbortkommet",4.41,"2021-dec-08","2021-05-20","2021-05-17","2021-05-17","4",1,"MST-SX22",400,"MSTSJL",93000001,"VSJ20925",56.1316666666667,11.1513361111111,48,"MST2021043","MST2021043_2021-05-17","MST2021043::2021-05-17","MST2021043STEX22_10","alkri_nifso",NA,"Sif","MST2021043STEX22_10","22_10",10.6,"MST2021043","ja",1500,FALSE,17,5,2021,16102,"Bonham","Unknown",0,27,1,27,0
-2.26,-6.19,0.28,0.04,-2.68,2.1,"H02","MST2021044","Bonham",0,19581,0,19581,19581,NA,"ddpcr0021","RIB1510007",2.62,"2021-dec-08","2021-05-20","2021-05-19","2021-05-19",NA,1,"MST-SX22",400,"Sydjylland",91500007,"Soenderhooest",55.3375166666667,8.35012777777778,55,"MST2021044","MST2021044_2021-05-19","MST2021044::2021-05-19","MST2021044STEX22_11","LasseoerstedJensen",NA,"Haig","MST2021044STEX22_11","22_11",11,"MST2021044","nej",1200,FALSE,19,5,2021,19581,"Bonham","Unknown",0,28,1,28,0
-2.26,-5.99,0.25,0,-2.73,2.12,"A03","MST2021049","Bonham",0,19791,0,19791,19791,NA,"ddpcr0021","LISD0027",7.75,"2022-jan-06","2021-05-21","2021-05-21","2021-05-21",NA,10,"MST-SX23",400,"Sydjylland",91650035,"ListerDyb",55.0938666666667,8.56828611111111,11,"MST2021049","MST2021049_2021-05-21","MST2021049::2021-05-21","MST2021049STEX23_10","LasseoerstedJensen",NA,"Fucus","MST2021049STEX23_10","23_10",11,"MST2021049","nej",500,FALSE,21,5,2021,19791,"Bonham","Unknown",0,29,1,29,0
-2.2,-6.07,0.31,0.03,-2.67,2.11,"G04","MST2021051","Bonham",0,16657,0,16657,16657,NA,"ddpcr0021",NA,22.5,"2022-feb-01","2021-06-10","2021-06-04","2021-06-04",NA,1,"MST-SX25",400,"MSTNJL",93730002,"93730002_VIB3708_1",56.9543333333333,9.07075,7,"MST2021051","MST2021051_2021-06-04","MST2021051::2021-06-04","MST2021051STEX25_16","RasmusBillegrav",NA,"Frigg","MST2021051STEX25_16","25_16",150.8,"MST2021051","nej",1700,FALSE,4,6,2021,16657,"Bonham","Unknown",0,30,1,30,0
-2.22,-5.97,0.27,0.03,-2.72,2.12,"B03","MST2021052","Bonham",0,18968,0,18968,18968,NA,"ddpcr0021",NA,8.95,"2021-nov-24","2021-06-15","2021-06-14","2021-06-14","26",1,"MST-SX21",400,"Fyn",94230001,"FYN6900017",55.4678333333333,10.5169333333333,84,"MST2021052","MST2021052_2021-06-14","MST2021052::2021-06-14","MST2021052STEX21_10","FlemmingNoergaard",NA,"Belone","MST2021052STEX21_10","21_10",17.8,"MST2021052","ja",610,FALSE,14,6,2021,18968,"Bonham","Unknown",0,31,1,31,0
-2.25,-5.99,0.28,0.01,-2.67,2.07,"F06","MST2021055","Bonham",0,19077,0,19077,19077,NA,"ddpcr0021",NA,5.3,"2021-nov-24","2021-09-15","2021-09-14","2021-09-14","24",1,"MST-SX21",400,"STO",99000049,"99000049",55.25,15.9833333333333,909,"MST2021055","MST2021055_2021-09-14","MST2021055::2021-09-14","MST2021055STEX21_12","krmsk",NA,"sif","MST2021055STEX21_12","21_12",169.3,"MST2021055","ja",1500,FALSE,14,9,2021,19077,"Bonham","Unknown",0,32,1,32,0
-2.25,-6,0.21,0.01,-2.68,2.11,"A05","MST2021058","Bonham",0,20267,0,20267,20267,NA,"ddpcr0021",NA,3.7,"2021-nov-24","2021-09-03","2021-08-30","2021-08-30","17",1,"MST-SX21",400,"MSTOJL",94300001,"94300001_VEJ0006870",55.6743833333333,10.0845083333333,194,"MST2021058","MST2021058_2021-08-30","MST2021058::2021-08-30","MST2021058STEX21_13","KRISTIANMCGREGOR",NA,"Frigg","MST2021058STEX21_13","21_13",100.7,"MST2021058","ja",1500,FALSE,30,8,2021,20267,"Bonham","Unknown",0,33,1,33,0
-2.22,-6.02,0.27,0.03,-2.69,2.12,"F04","MST2021062","Bonham",0,18249,0,18249,18249,NA,"ddpcr0021",NA,19,"2022-feb-01","2021-05-21","2021-05-21","2021-05-21","12",1,"MST-SX25",400,"MSTFYN",95600002,"95600002_FYN6300043",54.9975833333333,10.1654166666667,361,"MST2021062","MST2021062_2021-05-21","MST2021062::2021-05-21","MST2021062STEX25_10","janeRobertsen",NA,"Frigg","MST2021062STEX25_10","25_10",112.2,"MST2021062","ja",1400,FALSE,21,5,2021,18249,"Bonham","Unknown",0,34,1,34,0
-0.02,-1.34,0.79,0.02,-2.63,2.13,"B05","MST2021064","Bonham",0.0581303238868713,20239,1,20238,20239,NA,"ddpcr0021","Breddegrad:56572400",2.96,"2021-nov-24","2021-09-08","2021-09-02","2021-09-02","na",1,"MST-SX21",400,"MSTNJL",93730002,"93730002_VIB3708_1",56.954,9.05020833333333,76,"MST2021064","MST2021064_2021-09-02","MST2021064::2021-09-02","MST2021064STEX21_15","kristianmcgregor",NA,"Frigg","MST2021064STEX21_15","21_15",173.7,"MST2021064","nej",700,FALSE,2,9,2021,20239,"Bonham","Unknown",0.0581303238868713,35,1,35,1
-2.24,-6.01,0.26,0.02,-2.64,2.12,"E05","MST2021070","Bonham",0,18388,0,18388,18388,NA,"ddpcr0021",NA,9.1,"2022-jan-11","2021-10-27","2021-10-26","2021-10-26","86",1,"MST-SX24",400,"MSTNJL",93610032,"93610032",56.6626666666667,9.96678333333333,28,"MST2021070","MST2021070_2021-10-26","MST2021070::2021-10-26","MST2021070STEX24_16","RasmusBillegrav",NA,"Frigg","MST2021070STEX24_16","24_16",107.4,"MST2021070","ja",1200,FALSE,26,10,2021,18388,"Bonham","Unknown",0,36,1,36,0
-2.23,-6.16,0.29,0.03,-2.66,2.11,"C03","MST2021071","Bonham",0,16085,0,16085,16085,NA,"ddpcr0021",NA,6.5,"2022-jan-11","2021-10-21","2021-10-13","2021-10-13",NA,1,"MST-SX24",400,"Fyn",94230001,"FYN6900017",55.4678333333333,10.5169333333333,98,"MST2021071","MST2021071_2021-10-13","MST2021071::2021-10-13","MST2021071STEX24_04","FlemmingNoergaard&PauliJoergensen",NA,"Belone","MST2021071STEX24_04","24_04",11.4,"MST2021071","nej",1500,FALSE,13,10,2021,16085,"Bonham","Unknown",0,37,1,37,0
-2.23,-6.15,0.3,0.26,-2.37,2.26,"B04","MST2021075","Bonham",0,18066,0,18066,18066,NA,"ddpcr0021",NA,4.86,"2021-dec-08","2021-05-20","2021-05-11","2021-05-11","13",1,"MST-SX22",400,"MSTOJL",94300001,"VEJ0006870_94300001",55.6743833333333,10.0845083333333,21,"MST2021075","MST2021075_2021-05-11","MST2021075::2021-05-11","MST2021075STEX22_13","janeRobertsen",NA,"Frigg","MST2021075STEX22_13","22_13",98.1,"MST2021075","ja",1100,FALSE,11,5,2021,18066,"Bonham","Unknown",0,38,1,38,0
-2.18,-5.96,0.32,0.03,-2.69,2.13,"B07","MST2021076","Bonham",0,15997,0,15997,15997,NA,"ddpcr0021",NA,7.4,"2022-feb-01","2021-09-08","2021-09-02","2021-09-02","42",1,"MST-SX25",400,"MSTFYN",99000052,"DMU444",54.9996666666667,13.3,457,"MST2021076","MST2021076_2021-09-02","MST2021076::2021-09-02","MST2021076STEX25_04","alkri",NA,"Sif","MST2021076STEX25_04","25_04",17.5,"MST2021076","ja",1800,FALSE,2,9,2021,15997,"Bonham","Unknown",0,39,1,39,0
-2.29,-6.24,0.3,0.02,-2.67,2.09,"C05","MST2021079","Bonham",0,19024,0,19024,19024,NA,"ddpcr0021",NA,7.6,"2021-nov-24","2021-09-08","2021-09-06","2021-09-06","2",1,"MST-SX21",400,"MSTMJL",93740007,"93740007_VIB3727_1",56.6208333333333,9.06681944444444,51,"MST2021079","MST2021079_2021-09-06","MST2021079::2021-09-06","MST2021079STEX21_21","RasmusBillegrav",NA,"Frigg","MST2021079STEX21_21","21_21",173.5,"MST2021079","ja",1100,FALSE,6,9,2021,19024,"Bonham","Unknown",0,40,1,40,0
-2.25,-6.14,0.26,0.02,-2.69,2.12,"G02","MST2021081","Bonham",0,19387,0,19387,19387,NA,"ddpcr0021","RIB1510007",3.54,"2021-nov-24","2021-09-21","2021-09-20","2021-09-20",NA,1,"MST-SX21",400,"Sydjylland",91500007,"Soenderhooest",55.3375166666667,8.35012777777778,63,"MST2021081","MST2021081_2021-09-20","MST2021081::2021-09-20","MST2021081STEX21_22","LasseoerstedJensen",NA,"Haig","MST2021081STEX21_22","21_22",16,"MST2021081","nej",1300,FALSE,20,9,2021,19387,"Bonham","Unknown",0,41,1,41,0
-2.21,-6.03,0.26,0.01,-2.72,2.1,"D05","MST2021082","Bonham",0,17937,0,17937,17937,NA,"ddpcr0021",NA,4.09,"2021-nov-24","2021-09-08","2021-09-07","2021-09-07","4",1,"MST-SX21",400,"MSTNJL",93000005,"93000005_NOR409",56.8561,10.7845083333333,146,"MST2021082","MST2021082_2021-09-07","MST2021082::2021-09-07","MST2021082STEX21_23","RasmusBillegrav",NA,"Frigg","MST2021082STEX21_23","21_23",160.3,"MST2021082","ja",1500,FALSE,7,9,2021,17937,"Bonham","Unknown",0,42,1,42,0
-2.21,-6.12,0.4,0.01,-2.72,2.1,"D07","MST2021083","Bonham",0,13738,0,13738,13738,NA,"ddpcr0021",NA,7.8,"2022-jan-11","2021-10-29","2021-10-22","2021-10-22","12",1,"MST-SX24",400,"MSTFYN",95600002,"FYN6300043",54.9976833333333,10.1517305555556,34,"MST2021083","MST2021083_2021-10-22","MST2021083::2021-10-22","MST2021083STEX24_03","alkri",NA,"Sif","MST2021083STEX24_03","24_03",12.5,"MST2021083","ja",1500,FALSE,22,10,2021,13738,"Bonham","Unknown",0,43,1,43,0
-2.25,-6.08,0.23,0,-2.76,2.14,"G06","MST2021085","Bonham",0,19611,0,19611,19611,NA,"ddpcr0021",NA,3.26,"2021-nov-24","2021-09-22","2021-09-16","2021-09-16","8.8E+016",1,"MST-SX21",400,"SJL",93000001,"93000001",56.1305,11.1501055555556,439,"MST2021085","MST2021085_2021-09-16","MST2021085::2021-09-16","MST2021085STEX21_24","krmsk",NA,"sif","MST2021085STEX21_24","21_24",173.2,"MST2021085","ja",1700,FALSE,16,9,2021,19611,"Bonham","Unknown",0,44,1,44,0
0.46,-0.36,1.04,0.81,-1.92,3.01,"E04","MST2021088","Bonham",0.134546041488647,17489,2,17487,17489,NA,"ddpcr0021",NA,16.5,"2022-feb-01","2021-05-21","2021-05-20","2021-05-20","75",188,"MST-SX25",400,"MSTFYN",96700057,"KertemindeBugt",55.4392166666667,10.8276944444444,198,"MST2021088","MST2021088_2021-05-20","MST2021088::2021-05-20","MST2021088STEX25_03","janeRobertsen",NA,"Frigg","MST2021088STEX25_03","25_03",73.7,"MST2021088","ja",1600,FALSE,20,5,2021,17489,"Bonham","Unknown",0.134546041488647,45,1,45,1
