"Well"	"replno"	"smpltp"	"templvol"	"QtyID"	"WellType"	"Replicate"	"ThresholddRn"	"CtdRn"	"Quantitycopies"	"RSqdRn"	"SlopedRn"	"qpcrno"	"MONISprojectno"	"AssayID"	"spcabbr"	"plateno"	"qpcrrundate"	"Conc"	"Species"	"Sample_Name"	"Ct"	"MST_sample_number"	"Bemaerkn"	"conc_qubit_ng_uL"	"Dato.for.ekstraktion"	"dato_80C"	"Dato_for_indsml"	"Dato_inds"	"Dyb_lagd01"	"Dyb_Str_m"	"Ekstraktionsnummer"	"Elueringvolumen.AE.buffer.uL"	"Inst"	"lokalitet_vanda"	"Lok_omr01"	"lok_pos_lat"	"lok_pos_lon"	"max_Dyb"	"MST.nummer"	"MST.n_Dinds"	"MSTno_di"	"MST_STEXno"	"Navn_Inds"	"Noter2"	"skib"	"smplNoSTEX"	"Sub_Nmb_for_extraction"	"Temp_Inds"	"U_Pr_Nr"	"vandsoejllagd"	"Vwf_mL"	"wdt"	"smpl_day"	"smpl_mnt"	"smpl_yea"	"init_concentration"
"A12"	25	"MST2021-043"	"3uL"	"QtyorID"	"Unknown"	25	0.0269	"40.88"	"1.55"	0.986	-3.494	"qpcr930"	"MONIS6"	"AssID19"	"Mnelei"	"plt02"	"qpcrrundate20220427"	1.55	"Mnelei"	"MST2021-043"	40.88	"MST2021043"	"Dererkunenproevetilraadighed_proeve2erbortkommet"	"4.41"	"2021-dec-08"	"2021-05-20"	"2021-05-17"	"2021-05-17"	"4"	1	"MST-SX22"	400	"MSTSJL"	93000001	"VSJ20925"	56.1316666666667	11.1513361111111	48	"MST2021043"	"MST2021043_2021-05-17"	"MST2021043::2021-05-17"	"MST2021043STEX22_10"	"alkri_nifso"	NA	"Sif"	"MST2021043STEX22_10"	"22_10"	10.6	"MST2021043"	"ja"	1500	FALSE	17	5	2021	NA
"B01"	2	"std3E4"	"3uL"	"QtyorID"	"Standard"	2	0.0269	"26.58"	"3.00e+004"	0.986	-3.494	"qpcr930"	"MONIS6"	"AssID19"	"Mnelei"	"plt02"	"qpcrrundate20220427"	30000	"Mnelei"	"std3E4"	26.58	"std3E4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	30000
"B02"	2	"std3E4"	"3uL"	"QtyorID"	"Standard"	2	0.0269	"25.97"	"3.00e+004"	0.986	-3.494	"qpcr930"	"MONIS6"	"AssID19"	"Mnelei"	"plt02"	"qpcrrundate20220427"	30000	"Mnelei"	"std3E4"	25.97	"std3E4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	30000
"B03"	2	"std3E4"	"3uL"	"QtyorID"	"Standard"	2	0.0269	"25.78"	"3.00e+004"	0.986	-3.494	"qpcr930"	"MONIS6"	"AssID19"	"Mnelei"	"plt02"	"qpcrrundate20220427"	30000	"Mnelei"	"std3E4"	25.78	"std3E4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	30000
"B04"	10	"MST2021-064"	"3uL"	"QtyorID"	"Unknown"	10	0.0269	"24.81"	"6.138e+004"	0.986	-3.494	"qpcr930"	"MONIS6"	"AssID19"	"Mnelei"	"plt02"	"qpcrrundate20220427"	61380	"Mnelei"	"MST2021-064"	24.81	"MST2021064"	"Breddegrad:56572400"	"2.96"	"2021-nov-24"	"2021-09-08"	"2021-09-02"	"2021-09-02"	"na"	1	"MST-SX21"	400	"MSTNJL"	93730002	"93730002_VIB3708_1"	56.954	9.05020833333333	76	"MST2021064"	"MST2021064_2021-09-02"	"MST2021064::2021-09-02"	"MST2021064STEX21_15"	"kristianmcgregor"	NA	"Frigg"	"MST2021064STEX21_15"	"21_15"	173.7	"MST2021064"	"nej"	700	FALSE	2	9	2021	NA
"B05"	10	"MST2021-064"	"3uL"	"QtyorID"	"Unknown"	10	0.0269	"24.66"	"6.776e+004"	0.986	-3.494	"qpcr930"	"MONIS6"	"AssID19"	"Mnelei"	"plt02"	"qpcrrundate20220427"	67760	"Mnelei"	"MST2021-064"	24.66	"MST2021064"	"Breddegrad:56572400"	"2.96"	"2021-nov-24"	"2021-09-08"	"2021-09-02"	"2021-09-02"	"na"	1	"MST-SX21"	400	"MSTNJL"	93730002	"93730002_VIB3708_1"	56.954	9.05020833333333	76	"MST2021064"	"MST2021064_2021-09-02"	"MST2021064::2021-09-02"	"MST2021064STEX21_15"	"kristianmcgregor"	NA	"Frigg"	"MST2021064STEX21_15"	"21_15"	173.7	"MST2021064"	"nej"	700	FALSE	2	9	2021	NA
"B06"	10	"MST2021-064"	"3uL"	"QtyorID"	"Unknown"	10	0.0269	"25.14"	"4.943e+004"	0.986	-3.494	"qpcr930"	"MONIS6"	"AssID19"	"Mnelei"	"plt02"	"qpcrrundate20220427"	49430	"Mnelei"	"MST2021-064"	25.14	"MST2021064"	"Breddegrad:56572400"	"2.96"	"2021-nov-24"	"2021-09-08"	"2021-09-02"	"2021-09-02"	"na"	1	"MST-SX21"	400	"MSTNJL"	93730002	"93730002_VIB3708_1"	56.954	9.05020833333333	76	"MST2021064"	"MST2021064_2021-09-02"	"MST2021064::2021-09-02"	"MST2021064STEX21_15"	"kristianmcgregor"	NA	"Frigg"	"MST2021064STEX21_15"	"21_15"	173.7	"MST2021064"	"nej"	700	FALSE	2	9	2021	NA
"B07"	18	"MST1054"	"3uL"	"QtyorID"	"Unknown"	18	0.0269	"NoCt"	"NoCt"	0.986	-3.494	"qpcr930"	"MONIS6"	"AssID19"	"Mnelei"	"plt02"	"qpcrrundate20220427"	0	"Mnelei"	"MST1054"	0	"MST1054"	NA	"6.85"	"2022-jan-11"	"2021-05-31"	"2021-05-18"	"2021-05-18"	"38m"	1	"MST-SX24"	400	"MST_FYN"	99000052	"DMU444_Arkona"	55	13.3	48	"MST1054"	"MST1054_2021-05-18"	"MST1054::2021-05-18"	"MST1054STEX24_23"	"ALKRI_NIFSO"	NA	"Sif"	NA	"24_23"	92	"MST1054"	"ja"	1400	FALSE	18	5	2021	NA
"B08"	18	"MST1054"	"3uL"	"QtyorID"	"Unknown"	18	0.0269	"NoCt"	"NoCt"	0.986	-3.494	"qpcr930"	"MONIS6"	"AssID19"	"Mnelei"	"plt02"	"qpcrrundate20220427"	0	"Mnelei"	"MST1054"	0	"MST1054"	NA	"6.85"	"2022-jan-11"	"2021-05-31"	"2021-05-18"	"2021-05-18"	"38m"	1	"MST-SX24"	400	"MST_FYN"	99000052	"DMU444_Arkona"	55	13.3	48	"MST1054"	"MST1054_2021-05-18"	"MST1054::2021-05-18"	"MST1054STEX24_23"	"ALKRI_NIFSO"	NA	"Sif"	NA	"24_23"	92	"MST1054"	"ja"	1400	FALSE	18	5	2021	NA
"B09"	18	"MST1054"	"3uL"	"QtyorID"	"Unknown"	18	0.0269	"NoCt"	"NoCt"	0.986	-3.494	"qpcr930"	"MONIS6"	"AssID19"	"Mnelei"	"plt02"	"qpcrrundate20220427"	0	"Mnelei"	"MST1054"	0	"MST1054"	NA	"6.85"	"2022-jan-11"	"2021-05-31"	"2021-05-18"	"2021-05-18"	"38m"	1	"MST-SX24"	400	"MST_FYN"	99000052	"DMU444_Arkona"	55	13.3	48	"MST1054"	"MST1054_2021-05-18"	"MST1054::2021-05-18"	"MST1054STEX24_23"	"ALKRI_NIFSO"	NA	"Sif"	NA	"24_23"	92	"MST1054"	"ja"	1400	FALSE	18	5	2021	NA
"B10"	26	"MST2021-076"	"3uL"	"QtyorID"	"Unknown"	26	0.0269	"34.30"	"1.180e+002"	0.986	-3.494	"qpcr930"	"MONIS6"	"AssID19"	"Mnelei"	"plt02"	"qpcrrundate20220427"	118	"Mnelei"	"MST2021-076"	34.3	"MST2021076"	NA	"7.4"	"2022-feb-01"	"2021-09-08"	"2021-09-02"	"2021-09-02"	"42"	1	"MST-SX25"	400	"MSTFYN"	99000052	"DMU444"	54.9996666666667	13.3	457	"MST2021076"	"MST2021076_2021-09-02"	"MST2021076::2021-09-02"	"MST2021076STEX25_04"	"alkri"	NA	"Sif"	"MST2021076STEX25_04"	"25_04"	17.5	"MST2021076"	"ja"	1800	FALSE	2	9	2021	NA
"B11"	26	"MST2021-076"	"3uL"	"QtyorID"	"Unknown"	26	0.0269	"33.73"	"1.724e+002"	0.986	-3.494	"qpcr930"	"MONIS6"	"AssID19"	"Mnelei"	"plt02"	"qpcrrundate20220427"	172.4	"Mnelei"	"MST2021-076"	33.73	"MST2021076"	NA	"7.4"	"2022-feb-01"	"2021-09-08"	"2021-09-02"	"2021-09-02"	"42"	1	"MST-SX25"	400	"MSTFYN"	99000052	"DMU444"	54.9996666666667	13.3	457	"MST2021076"	"MST2021076_2021-09-02"	"MST2021076::2021-09-02"	"MST2021076STEX25_04"	"alkri"	NA	"Sif"	"MST2021076STEX25_04"	"25_04"	17.5	"MST2021076"	"ja"	1800	FALSE	2	9	2021	NA
"B12"	26	"MST2021-076"	"3uL"	"QtyorID"	"Unknown"	26	0.0269	"33.30"	"2.286e+002"	0.986	-3.494	"qpcr930"	"MONIS6"	"AssID19"	"Mnelei"	"plt02"	"qpcrrundate20220427"	228.6	"Mnelei"	"MST2021-076"	33.3	"MST2021076"	NA	"7.4"	"2022-feb-01"	"2021-09-08"	"2021-09-02"	"2021-09-02"	"42"	1	"MST-SX25"	400	"MSTFYN"	99000052	"DMU444"	54.9996666666667	13.3	457	"MST2021076"	"MST2021076_2021-09-02"	"MST2021076::2021-09-02"	"MST2021076STEX25_04"	"alkri"	NA	"Sif"	"MST2021076STEX25_04"	"25_04"	17.5	"MST2021076"	"ja"	1800	FALSE	2	9	2021	NA
"C01"	3	"std3E3"	"3uL"	"QtyorID"	"Standard"	3	0.0269	"28.67"	"3.00e+003"	0.986	-3.494	"qpcr930"	"MONIS6"	"AssID19"	"Mnelei"	"plt02"	"qpcrrundate20220427"	3000	"Mnelei"	"std3E3"	28.67	"std3E3"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3000
"C02"	3	"std3E3"	"3uL"	"QtyorID"	"Standard"	3	0.0269	"28.88"	"3.00e+003"	0.986	-3.494	"qpcr930"	"MONIS6"	"AssID19"	"Mnelei"	"plt02"	"qpcrrundate20220427"	3000	"Mnelei"	"std3E3"	28.88	"std3E3"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3000
"C03"	3	"std3E3"	"3uL"	"QtyorID"	"Standard"	3	0.0269	"29.14"	"3.00e+003"	0.986	-3.494	"qpcr930"	"MONIS6"	"AssID19"	"Mnelei"	"plt02"	"qpcrrundate20220427"	3000	"Mnelei"	"std3E3"	29.14	"std3E3"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3000
"C04"	11	"MST2021-079"	"3uL"	"QtyorID"	"Unknown"	11	0.0269	"NoCt"	"NoCt"	0.986	-3.494	"qpcr930"	"MONIS6"	"AssID19"	"Mnelei"	"plt02"	"qpcrrundate20220427"	0	"Mnelei"	"MST2021-079"	0	"MST2021079"	NA	"7.6"	"2021-nov-24"	"2021-09-08"	"2021-09-06"	"2021-09-06"	"2"	1	"MST-SX21"	400	"MSTMJL"	93740007	"93740007_VIB3727_1"	56.6208333333333	9.06681944444444	51	"MST2021079"	"MST2021079_2021-09-06"	"MST2021079::2021-09-06"	"MST2021079STEX21_21"	"RasmusBillegrav"	NA	"Frigg"	"MST2021079STEX21_21"	"21_21"	173.5	"MST2021079"	"ja"	1100	FALSE	6	9	2021	NA
"C05"	11	"MST2021-079"	"3uL"	"QtyorID"	"Unknown"	11	0.0269	"41.83"	"8.304e-001"	0.986	-3.494	"qpcr930"	"MONIS6"	"AssID19"	"Mnelei"	"plt02"	"qpcrrundate20220427"	0.8304	"Mnelei"	"MST2021-079"	41.83	"MST2021079"	NA	"7.6"	"2021-nov-24"	"2021-09-08"	"2021-09-06"	"2021-09-06"	"2"	1	"MST-SX21"	400	"MSTMJL"	93740007	"93740007_VIB3727_1"	56.6208333333333	9.06681944444444	51	"MST2021079"	"MST2021079_2021-09-06"	"MST2021079::2021-09-06"	"MST2021079STEX21_21"	"RasmusBillegrav"	NA	"Frigg"	"MST2021079STEX21_21"	"21_21"	173.5	"MST2021079"	"ja"	1100	FALSE	6	9	2021	NA
"C06"	11	"MST2021-079"	"3uL"	"QtyorID"	"Unknown"	11	0.0269	"42.72"	"4.616e-001"	0.986	-3.494	"qpcr930"	"MONIS6"	"AssID19"	"Mnelei"	"plt02"	"qpcrrundate20220427"	0.4616	"Mnelei"	"MST2021-079"	42.72	"MST2021079"	NA	"7.6"	"2021-nov-24"	"2021-09-08"	"2021-09-06"	"2021-09-06"	"2"	1	"MST-SX21"	400	"MSTMJL"	93740007	"93740007_VIB3727_1"	56.6208333333333	9.06681944444444	51	"MST2021079"	"MST2021079_2021-09-06"	"MST2021079::2021-09-06"	"MST2021079STEX21_21"	"RasmusBillegrav"	NA	"Frigg"	"MST2021079STEX21_21"	"21_21"	173.5	"MST2021079"	"ja"	1100	FALSE	6	9	2021	NA
"C07"	19	"MST2021-008"	"3uL"	"QtyorID"	"Unknown"	19	0.0269	"NoCt"	"NoCt"	0.986	-3.494	"qpcr930"	"MONIS6"	"AssID19"	"Mnelei"	"plt02"	"qpcrrundate20220427"	0	"Mnelei"	"MST2021-008"	0	"MST2021008"	NA	"9.1"	"2022-jan-11"	"2021-05-31"	"2021-05-19"	"2021-05-19"	"86"	1	"MST-SX24"	400	"MST_SJL"	97200002	"KBH431_Ven"	55.8666666666667	12.75	55	"MST2021008"	"MST2021008_2021-05-19"	"MST2021008::2021-05-19"	"MST2021008STEX24_05"	"ALKRI_NIFSO"	NA	"Sif"	"MST2021008STEX24_05"	"24_05"	11.8	"MST2021008"	"ja"	1300	FALSE	19	5	2021	NA
"C08"	19	"MST2021-008"	"3uL"	"QtyorID"	"Unknown"	19	0.0269	"NoCt"	"NoCt"	0.986	-3.494	"qpcr930"	"MONIS6"	"AssID19"	"Mnelei"	"plt02"	"qpcrrundate20220427"	0	"Mnelei"	"MST2021-008"	0	"MST2021008"	NA	"9.1"	"2022-jan-11"	"2021-05-31"	"2021-05-19"	"2021-05-19"	"86"	1	"MST-SX24"	400	"MST_SJL"	97200002	"KBH431_Ven"	55.8666666666667	12.75	55	"MST2021008"	"MST2021008_2021-05-19"	"MST2021008::2021-05-19"	"MST2021008STEX24_05"	"ALKRI_NIFSO"	NA	"Sif"	"MST2021008STEX24_05"	"24_05"	11.8	"MST2021008"	"ja"	1300	FALSE	19	5	2021	NA
"C09"	19	"MST2021-008"	"3uL"	"QtyorID"	"Unknown"	19	0.0269	"NoCt"	"NoCt"	0.986	-3.494	"qpcr930"	"MONIS6"	"AssID19"	"Mnelei"	"plt02"	"qpcrrundate20220427"	0	"Mnelei"	"MST2021-008"	0	"MST2021008"	NA	"9.1"	"2022-jan-11"	"2021-05-31"	"2021-05-19"	"2021-05-19"	"86"	1	"MST-SX24"	400	"MST_SJL"	97200002	"KBH431_Ven"	55.8666666666667	12.75	55	"MST2021008"	"MST2021008_2021-05-19"	"MST2021008::2021-05-19"	"MST2021008STEX24_05"	"ALKRI_NIFSO"	NA	"Sif"	"MST2021008STEX24_05"	"24_05"	11.8	"MST2021008"	"ja"	1300	FALSE	19	5	2021	NA
"C10"	27	"MST2021-029"	"3uL"	"QtyorID"	"Unknown"	27	0.0269	"32.02"	"5.306e+002"	0.986	-3.494	"qpcr930"	"MONIS6"	"AssID19"	"Mnelei"	"plt02"	"qpcrrundate20220427"	530.6	"Mnelei"	"MST2021-029"	32.02	"MST2021029"	NA	"5.7"	"2021-nov-24"	"2021-09-15"	"2021-09-07"	"2021-09-07"	"12"	1	"MST-SX21"	400	"MSTSJL"	97200002	"KBH431"	55.8616666666667	12.7336055555556	501	"MST2021029"	"MST2021029_2021-09-07"	"MST2021029::2021-09-07"	"MST2021029STEX21_07"	"alkri"	NA	"Sif"	"MST2021029STEX21_07"	"21_07"	17.1	"MST2021029"	"ja"	1800	TRUE	7	9	2021	NA
"C11"	27	"MST2021-029"	"3uL"	"QtyorID"	"Unknown"	27	0.0269	"32.36"	"4.236e+002"	0.986	-3.494	"qpcr930"	"MONIS6"	"AssID19"	"Mnelei"	"plt02"	"qpcrrundate20220427"	423.6	"Mnelei"	"MST2021-029"	32.36	"MST2021029"	NA	"5.7"	"2021-nov-24"	"2021-09-15"	"2021-09-07"	"2021-09-07"	"12"	1	"MST-SX21"	400	"MSTSJL"	97200002	"KBH431"	55.8616666666667	12.7336055555556	501	"MST2021029"	"MST2021029_2021-09-07"	"MST2021029::2021-09-07"	"MST2021029STEX21_07"	"alkri"	NA	"Sif"	"MST2021029STEX21_07"	"21_07"	17.1	"MST2021029"	"ja"	1800	TRUE	7	9	2021	NA
"C12"	27	"MST2021-029"	"3uL"	"QtyorID"	"Unknown"	27	0.0269	"32.46"	"3.977e+002"	0.986	-3.494	"qpcr930"	"MONIS6"	"AssID19"	"Mnelei"	"plt02"	"qpcrrundate20220427"	397.7	"Mnelei"	"MST2021-029"	32.46	"MST2021029"	NA	"5.7"	"2021-nov-24"	"2021-09-15"	"2021-09-07"	"2021-09-07"	"12"	1	"MST-SX21"	400	"MSTSJL"	97200002	"KBH431"	55.8616666666667	12.7336055555556	501	"MST2021029"	"MST2021029_2021-09-07"	"MST2021029::2021-09-07"	"MST2021029STEX21_07"	"alkri"	NA	"Sif"	"MST2021029STEX21_07"	"21_07"	17.1	"MST2021029"	"ja"	1800	TRUE	7	9	2021	NA
"D01"	4	"std3E2"	"3uL"	"QtyorID"	"Standard"	4	0.0269	"33.24"	"3.00e+002"	0.986	-3.494	"qpcr930"	"MONIS6"	"AssID19"	"Mnelei"	"plt02"	"qpcrrundate20220427"	300	"Mnelei"	"std3E2"	33.24	"std3E2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	300
"D02"	4	"std3E2"	"3uL"	"QtyorID"	"Standard"	4	0.0269	"32.65"	"3.00e+002"	0.986	-3.494	"qpcr930"	"MONIS6"	"AssID19"	"Mnelei"	"plt02"	"qpcrrundate20220427"	300	"Mnelei"	"std3E2"	32.65	"std3E2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	300
"D03"	4	"std3E2"	"3uL"	"QtyorID"	"Standard"	4	0.0269	"32.77"	"3.00e+002"	0.986	-3.494	"qpcr930"	"MONIS6"	"AssID19"	"Mnelei"	"plt02"	"qpcrrundate20220427"	300	"Mnelei"	"std3E2"	32.77	"std3E2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	300
"D04"	12	"MST2021-082"	"3uL"	"QtyorID"	"Unknown"	12	0.0269	"28.66"	"4.872e+003"	0.986	-3.494	"qpcr930"	"MONIS6"	"AssID19"	"Mnelei"	"plt02"	"qpcrrundate20220427"	4872	"Mnelei"	"MST2021-082"	28.66	"MST2021082"	NA	"4.09"	"2021-nov-24"	"2021-09-08"	"2021-09-07"	"2021-09-07"	"4"	1	"MST-SX21"	400	"MSTNJL"	93000005	"93000005_NOR409"	56.8561	10.7845083333333	146	"MST2021082"	"MST2021082_2021-09-07"	"MST2021082::2021-09-07"	"MST2021082STEX21_23"	"RasmusBillegrav"	NA	"Frigg"	"MST2021082STEX21_23"	"21_23"	160.3	"MST2021082"	"ja"	1500	FALSE	7	9	2021	NA
"D05"	12	"MST2021-082"	"3uL"	"QtyorID"	"Unknown"	12	0.0269	"29.43"	"2.926e+003"	0.986	-3.494	"qpcr930"	"MONIS6"	"AssID19"	"Mnelei"	"plt02"	"qpcrrundate20220427"	2926	"Mnelei"	"MST2021-082"	29.43	"MST2021082"	NA	"4.09"	"2021-nov-24"	"2021-09-08"	"2021-09-07"	"2021-09-07"	"4"	1	"MST-SX21"	400	"MSTNJL"	93000005	"93000005_NOR409"	56.8561	10.7845083333333	146	"MST2021082"	"MST2021082_2021-09-07"	"MST2021082::2021-09-07"	"MST2021082STEX21_23"	"RasmusBillegrav"	NA	"Frigg"	"MST2021082STEX21_23"	"21_23"	160.3	"MST2021082"	"ja"	1500	FALSE	7	9	2021	NA
"D06"	12	"MST2021-082"	"3uL"	"QtyorID"	"Unknown"	12	0.0269	"29.50"	"2.797e+003"	0.986	-3.494	"qpcr930"	"MONIS6"	"AssID19"	"Mnelei"	"plt02"	"qpcrrundate20220427"	2797	"Mnelei"	"MST2021-082"	29.5	"MST2021082"	NA	"4.09"	"2021-nov-24"	"2021-09-08"	"2021-09-07"	"2021-09-07"	"4"	1	"MST-SX21"	400	"MSTNJL"	93000005	"93000005_NOR409"	56.8561	10.7845083333333	146	"MST2021082"	"MST2021082_2021-09-07"	"MST2021082::2021-09-07"	"MST2021082STEX21_23"	"RasmusBillegrav"	NA	"Frigg"	"MST2021082STEX21_23"	"21_23"	160.3	"MST2021082"	"ja"	1500	FALSE	7	9	2021	NA
"D07"	20	"MST2021-019"	"3uL"	"QtyorID"	"Unknown"	20	0.0269	"37.47"	"1.460e+001"	0.986	-3.494	"qpcr930"	"MONIS6"	"AssID19"	"Mnelei"	"plt02"	"qpcrrundate20220427"	14.6	"Mnelei"	"MST2021-019"	37.47	"MST2021019"	NA	"3.86"	"2022-jan-11"	"2021-05-31"	"2021-05-25"	"2021-05-25"	"11m"	1	"MST-SX24"	400	"MST_NJL"	93000005	"NOR409_aalborgBugt"	56.8566666666667	10.7834722222222	146	"MST2021019"	"MST2021019_2021-05-25"	"MST2021019::2021-05-25"	"MST2021019STEX24_21"	"ALKRI_NICRA"	NA	"Sif"	"MST2021019STEX24_21"	"24_21"	88	"MST2021019"	"ja"	1650	TRUE	25	5	2021	NA
"D08"	20	"MST2021-019"	"3uL"	"QtyorID"	"Unknown"	20	0.0269	"37.20"	"1.754e+001"	0.986	-3.494	"qpcr930"	"MONIS6"	"AssID19"	"Mnelei"	"plt02"	"qpcrrundate20220427"	17.54	"Mnelei"	"MST2021-019"	37.2	"MST2021019"	NA	"3.86"	"2022-jan-11"	"2021-05-31"	"2021-05-25"	"2021-05-25"	"11m"	1	"MST-SX24"	400	"MST_NJL"	93000005	"NOR409_aalborgBugt"	56.8566666666667	10.7834722222222	146	"MST2021019"	"MST2021019_2021-05-25"	"MST2021019::2021-05-25"	"MST2021019STEX24_21"	"ALKRI_NICRA"	NA	"Sif"	"MST2021019STEX24_21"	"24_21"	88	"MST2021019"	"ja"	1650	TRUE	25	5	2021	NA
"D09"	20	"MST2021-019"	"3uL"	"QtyorID"	"Unknown"	20	0.0269	"38.07"	"9.87"	0.986	-3.494	"qpcr930"	"MONIS6"	"AssID19"	"Mnelei"	"plt02"	"qpcrrundate20220427"	9.87	"Mnelei"	"MST2021-019"	38.07	"MST2021019"	NA	"3.86"	"2022-jan-11"	"2021-05-31"	"2021-05-25"	"2021-05-25"	"11m"	1	"MST-SX24"	400	"MST_NJL"	93000005	"NOR409_aalborgBugt"	56.8566666666667	10.7834722222222	146	"MST2021019"	"MST2021019_2021-05-25"	"MST2021019::2021-05-25"	"MST2021019STEX24_21"	"ALKRI_NICRA"	NA	"Sif"	"MST2021019STEX24_21"	"24_21"	88	"MST2021019"	"ja"	1650	TRUE	25	5	2021	NA
"D10"	28	"MST2021-083"	"3uL"	"QtyorID"	"Unknown"	28	0.0269	"24.23"	"8.993e+004"	0.986	-3.494	"qpcr930"	"MONIS6"	"AssID19"	"Mnelei"	"plt02"	"qpcrrundate20220427"	89930	"Mnelei"	"MST2021-083"	24.23	"MST2021083"	NA	"7.8"	"2022-jan-11"	"2021-10-29"	"2021-10-22"	"2021-10-22"	"12"	1	"MST-SX24"	400	"MSTFYN"	95600002	"FYN6300043"	54.9976833333333	10.1517305555556	34	"MST2021083"	"MST2021083_2021-10-22"	"MST2021083::2021-10-22"	"MST2021083STEX24_03"	"alkri"	NA	"Sif"	"MST2021083STEX24_03"	"24_03"	12.5	"MST2021083"	"ja"	1500	FALSE	22	10	2021	NA
"D11"	28	"MST2021-083"	"3uL"	"QtyorID"	"Unknown"	28	0.0269	"23.80"	"1.198e+005"	0.986	-3.494	"qpcr930"	"MONIS6"	"AssID19"	"Mnelei"	"plt02"	"qpcrrundate20220427"	119800	"Mnelei"	"MST2021-083"	23.8	"MST2021083"	NA	"7.8"	"2022-jan-11"	"2021-10-29"	"2021-10-22"	"2021-10-22"	"12"	1	"MST-SX24"	400	"MSTFYN"	95600002	"FYN6300043"	54.9976833333333	10.1517305555556	34	"MST2021083"	"MST2021083_2021-10-22"	"MST2021083::2021-10-22"	"MST2021083STEX24_03"	"alkri"	NA	"Sif"	"MST2021083STEX24_03"	"24_03"	12.5	"MST2021083"	"ja"	1500	FALSE	22	10	2021	NA
"D12"	28	"MST2021-083"	"3uL"	"QtyorID"	"Unknown"	28	0.0269	"23.91"	"1.111e+005"	0.986	-3.494	"qpcr930"	"MONIS6"	"AssID19"	"Mnelei"	"plt02"	"qpcrrundate20220427"	111100	"Mnelei"	"MST2021-083"	23.91	"MST2021083"	NA	"7.8"	"2022-jan-11"	"2021-10-29"	"2021-10-22"	"2021-10-22"	"12"	1	"MST-SX24"	400	"MSTFYN"	95600002	"FYN6300043"	54.9976833333333	10.1517305555556	34	"MST2021083"	"MST2021083_2021-10-22"	"MST2021083::2021-10-22"	"MST2021083STEX24_03"	"alkri"	NA	"Sif"	"MST2021083STEX24_03"	"24_03"	12.5	"MST2021083"	"ja"	1500	FALSE	22	10	2021	NA
"E01"	5	"std3E1"	"3uL"	"QtyorID"	"Standard"	5	0.0269	"35.62"	"3.00e+001"	0.986	-3.494	"qpcr930"	"MONIS6"	"AssID19"	"Mnelei"	"plt02"	"qpcrrundate20220427"	30	"Mnelei"	"std3E1"	35.62	"std3E1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	30
"E02"	5	"std3E1"	"3uL"	"QtyorID"	"Standard"	5	0.0269	"37.12"	"3.00e+001"	0.986	-3.494	"qpcr930"	"MONIS6"	"AssID19"	"Mnelei"	"plt02"	"qpcrrundate20220427"	30	"Mnelei"	"std3E1"	37.12	"std3E1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	30
