Well;replno;smpltp;templvol;QtyID;WellType;Replicate;ThresholddRn;CtdRn;Quantitycopies;RSqdRn;SlopedRn;qpcrno;MONISprojectno;AssayID;speciesabbr;plateno;qpcrrundate
G2;07;std3E-1;3uL;QtyorID;Standard;7;0.0618;NoCt;NoCt;0.991;-3.427;qpcr925;MONIS6;AssID05;Karmik;plt01;qpcrrundate20220420
G3;07;std3E-1;3uL;QtyorID;Standard;7;0.0618;NoCt;NoCt;0.991;-3.427;qpcr925;MONIS6;AssID05;Karmik;plt01;qpcrrundate20220420
H1;08;std3ENTC;3uL;QtyorID;NTC;8;0.0618;NoCt;NoCt;0.991;-3.427;qpcr925;MONIS6;AssID05;Karmik;plt01;qpcrrundate20220420
H2;08;std3ENTC;3uL;QtyorID;NTC;8;0.0618;NoCt;NoCt;0.991;-3.427;qpcr925;MONIS6;AssID05;Karmik;plt01;qpcrrundate20220420
H3;08;std3ENTC;3uL;QtyorID;NTC;8;0.0618;NoCt;NoCt;0.991;-3.427;qpcr925;MONIS6;AssID05;Karmik;plt01;qpcrrundate20220420
A4;09;MST1039;3uL;QtyorID;Unknown;9;0.0618;NoCt;NoCt;0.991;-3.427;qpcr925;MONIS6;AssID05;Karmik;plt01;qpcrrundate20220420
A5;09;MST1039;3uL;QtyorID;Unknown;9;0.0618;NoCt;NoCt;0.991;-3.427;qpcr925;MONIS6;AssID05;Karmik;plt01;qpcrrundate20220420
A6;09;MST1039;3uL;QtyorID;Unknown;9;0.0618;NoCt;NoCt;0.991;-3.427;qpcr925;MONIS6;AssID05;Karmik;plt01;qpcrrundate20220420
B4;10;MST2021-015;3uL;QtyorID;Unknown;10;0.0618;NoCt;NoCt;0.991;-3.427;qpcr925;MONIS6;AssID05;Karmik;plt01;qpcrrundate20220420
B5;10;MST2021-015;3uL;QtyorID;Unknown;10;0.0618;NoCt;NoCt;0.991;-3.427;qpcr925;MONIS6;AssID05;Karmik;plt01;qpcrrundate20220420
B6;10;MST2021-015;3uL;QtyorID;Unknown;10;0.0618;NoCt;NoCt;0.991;-3.427;qpcr925;MONIS6;AssID05;Karmik;plt01;qpcrrundate20220420
C4;11;MST2021-028;3uL;QtyorID;Unknown;11;0.0618;33.66;1.034e+003;0.991;-3.427;qpcr925;MONIS6;AssID05;Karmik;plt01;qpcrrundate20220420
C5;11;MST2021-028;3uL;QtyorID;Unknown;11;0.0618;33.87;8.990e+002;0.991;-3.427;qpcr925;MONIS6;AssID05;Karmik;plt01;qpcrrundate20220420
C6;11;MST2021-028;3uL;QtyorID;Unknown;11;0.0618;33.85;9.119e+002;0.991;-3.427;qpcr925;MONIS6;AssID05;Karmik;plt01;qpcrrundate20220420
D4;12;MST2021-031;3uL;QtyorID;Unknown;12;0.0618;36.45;1.590e+002;0.991;-3.427;qpcr925;MONIS6;AssID05;Karmik;plt01;qpcrrundate20220420
D5;12;MST2021-031;3uL;QtyorID;Unknown;12;0.0618;36.53;1.510e+002;0.991;-3.427;qpcr925;MONIS6;AssID05;Karmik;plt01;qpcrrundate20220420
D6;12;MST2021-031;3uL;QtyorID;Unknown;12;0.0618;36.69;1.357e+002;0.991;-3.427;qpcr925;MONIS6;AssID05;Karmik;plt01;qpcrrundate20220420
E4;13;MST2021-032;3uL;QtyorID;Unknown;13;0.0618;NoCt;NoCt;0.991;-3.427;qpcr925;MONIS6;AssID05;Karmik;plt01;qpcrrundate20220420
E5;13;MST2021-032;3uL;QtyorID;Unknown;13;0.0618;NoCt;NoCt;0.991;-3.427;qpcr925;MONIS6;AssID05;Karmik;plt01;qpcrrundate20220420
E6;13;MST2021-032;3uL;QtyorID;Unknown;13;0.0618;NoCt;NoCt;0.991;-3.427;qpcr925;MONIS6;AssID05;Karmik;plt01;qpcrrundate20220420
F4;14;MST2021-040;3uL;QtyorID;Unknown;14;0.0618;28.53;3.263e+004;0.991;-3.427;qpcr925;MONIS6;AssID05;Karmik;plt01;qpcrrundate20220420
F5;14;MST2021-040;3uL;QtyorID;Unknown;14;0.0618;28.93;2.487e+004;0.991;-3.427;qpcr925;MONIS6;AssID05;Karmik;plt01;qpcrrundate20220420
F6;14;MST2021-040;3uL;QtyorID;Unknown;14;0.0618;29.10;2.224e+004;0.991;-3.427;qpcr925;MONIS6;AssID05;Karmik;plt01;qpcrrundate20220420
G4;15;MST2021-081;3uL;QtyorID;Unknown;15;0.0618;36.96;1.131e+002;0.991;-3.427;qpcr925;MONIS6;AssID05;Karmik;plt01;qpcrrundate20220420
G5;15;MST2021-081;3uL;QtyorID;Unknown;15;0.0618;36.71;1.336e+002;0.991;-3.427;qpcr925;MONIS6;AssID05;Karmik;plt01;qpcrrundate20220420
G6;15;MST2021-081;3uL;QtyorID;Unknown;15;0.0618;36.50;1.541e+002;0.991;-3.427;qpcr925;MONIS6;AssID05;Karmik;plt01;qpcrrundate20220420
H4;16;MST2021-044;3uL;QtyorID;Unknown;16;0.0618;42.00;3.83;0.991;-3.427;qpcr925;MONIS6;AssID05;Karmik;plt01;qpcrrundate20220420
H5;16;MST2021-044;3uL;QtyorID;Unknown;16;0.0618;41.06;7.21;0.991;-3.427;qpcr925;MONIS6;AssID05;Karmik;plt01;qpcrrundate20220420
H6;16;MST2021-044;3uL;QtyorID;Unknown;16;0.0618;41.96;3.93;0.991;-3.427;qpcr925;MONIS6;AssID05;Karmik;plt01;qpcrrundate20220420
A7;17;MST2021-049;3uL;QtyorID;Unknown;17;0.0618;NoCt;NoCt;0.991;-3.427;qpcr925;MONIS6;AssID05;Karmik;plt01;qpcrrundate20220420
A8;17;MST2021-049;3uL;QtyorID;Unknown;17;0.0618;NoCt;NoCt;0.991;-3.427;qpcr925;MONIS6;AssID05;Karmik;plt01;qpcrrundate20220420
A9;17;MST2021-049;3uL;QtyorID;Unknown;17;0.0618;NoCt;NoCt;0.991;-3.427;qpcr925;MONIS6;AssID05;Karmik;plt01;qpcrrundate20220420
B7;18;MST2021-052;3uL;QtyorID;Unknown;18;0.0618;NoCt;NoCt;0.991;-3.427;qpcr925;MONIS6;AssID05;Karmik;plt01;qpcrrundate20220420
B8;18;MST2021-052;3uL;QtyorID;Unknown;18;0.0618;NoCt;NoCt;0.991;-3.427;qpcr925;MONIS6;AssID05;Karmik;plt01;qpcrrundate20220420
B9;18;MST2021-052;3uL;QtyorID;Unknown;18;0.0618;NoCt;NoCt;0.991;-3.427;qpcr925;MONIS6;AssID05;Karmik;plt01;qpcrrundate20220420
C7;19;MST2021-071;3uL;QtyorID;Unknown;19;0.0618;33.99;8.304e+002;0.991;-3.427;qpcr925;MONIS6;AssID05;Karmik;plt01;qpcrrundate20220420
C8;19;MST2021-071;3uL;QtyorID;Unknown;19;0.0618;33.53;1.134e+003;0.991;-3.427;qpcr925;MONIS6;AssID05;Karmik;plt01;qpcrrundate20220420
C9;19;MST2021-071;3uL;QtyorID;Unknown;19;0.0618;34.01;8.185e+002;0.991;-3.427;qpcr925;MONIS6;AssID05;Karmik;plt01;qpcrrundate20220420
D7;20;MST2021-005;3uL;QtyorID;Unknown;20;0.0618;NoCt;NoCt;0.991;-3.427;qpcr925;MONIS6;AssID05;Karmik;plt01;qpcrrundate20220420
D8;20;MST2021-005;3uL;QtyorID;Unknown;20;0.0618;NoCt;NoCt;0.991;-3.427;qpcr925;MONIS6;AssID05;Karmik;plt01;qpcrrundate20220420
D9;20;MST2021-005;3uL;QtyorID;Unknown;20;0.0618;NoCt;NoCt;0.991;-3.427;qpcr925;MONIS6;AssID05;Karmik;plt01;qpcrrundate20220420
E7;21;MST2021-025;3uL;QtyorID;Unknown;21;0.0618;NoCt;NoCt;0.991;-3.427;qpcr925;MONIS6;AssID05;Karmik;plt01;qpcrrundate20220420
E8;21;MST2021-025;3uL;QtyorID;Unknown;21;0.0618;NoCt;NoCt;0.991;-3.427;qpcr925;MONIS6;AssID05;Karmik;plt01;qpcrrundate20220420
E9;21;MST2021-025;3uL;QtyorID;Unknown;21;0.0618;NoCt;NoCt;0.991;-3.427;qpcr925;MONIS6;AssID05;Karmik;plt01;qpcrrundate20220420
F7;22;NEKfeb2022;3uL;QtyorID;Unknown;22;0.0618;NoCt;NoCt;0.991;-3.427;qpcr925;MONIS6;AssID05;Karmik;plt01;qpcrrundate20220420
F8;22;NEKfeb2022;3uL;QtyorID;Unknown;22;0.0618;NoCt;NoCt;0.991;-3.427;qpcr925;MONIS6;AssID05;Karmik;plt01;qpcrrundate20220420
F9;22;NEKfeb2022;3uL;QtyorID;Unknown;22;0.0618;NoCt;NoCt;0.991;-3.427;qpcr925;MONIS6;AssID05;Karmik;plt01;qpcrrundate20220420
G7;23;MST1028;3uL;QtyorID;Unknown;23;0.0618;NoCt;NoCt;0.991;-3.427;qpcr925;MONIS6;AssID05;Karmik;plt01;qpcrrundate20220420
G8;23;MST1028;3uL;QtyorID;Unknown;23;0.0618;NoCt;NoCt;0.991;-3.427;qpcr925;MONIS6;AssID05;Karmik;plt01;qpcrrundate20220420
G9;23;MST1028;3uL;QtyorID;Unknown;23;0.0618;NoCt;NoCt;0.991;-3.427;qpcr925;MONIS6;AssID05;Karmik;plt01;qpcrrundate20220420
H7;24;MST1027;3uL;QtyorID;Unknown;24;0.0618;NoCt;NoCt;0.991;-3.427;qpcr925;MONIS6;AssID05;Karmik;plt01;qpcrrundate20220420
H8;24;MST1027;3uL;QtyorID;Unknown;24;0.0618;NoCt;NoCt;0.991;-3.427;qpcr925;MONIS6;AssID05;Karmik;plt01;qpcrrundate20220420
H9;24;MST1027;3uL;QtyorID;Unknown;24;0.0618;NoCt;NoCt;0.991;-3.427;qpcr925;MONIS6;AssID05;Karmik;plt01;qpcrrundate20220420
A10;25;MST2021-012;3uL;QtyorID;Unknown;25;0.0618;NoCt;NoCt;0.991;-3.427;qpcr925;MONIS6;AssID05;Karmik;plt01;qpcrrundate20220420
A11;25;MST2021-012;3uL;QtyorID;Unknown;25;0.0618;NoCt;NoCt;0.991;-3.427;qpcr925;MONIS6;AssID05;Karmik;plt01;qpcrrundate20220420
A12;25;MST2021-012;3uL;QtyorID;Unknown;25;0.0618;NoCt;NoCt;0.991;-3.427;qpcr925;MONIS6;AssID05;Karmik;plt01;qpcrrundate20220420
B10;26;MST2021-075;3uL;QtyorID;Unknown;26;0.0618;NoCt;NoCt;0.991;-3.427;qpcr925;MONIS6;AssID05;Karmik;plt01;qpcrrundate20220420
B11;26;MST2021-075;3uL;QtyorID;Unknown;26;0.0618;NoCt;NoCt;0.991;-3.427;qpcr925;MONIS6;AssID05;Karmik;plt01;qpcrrundate20220420
B12;26;MST2021-075;3uL;QtyorID;Unknown;26;0.0618;NoCt;NoCt;0.991;-3.427;qpcr925;MONIS6;AssID05;Karmik;plt01;qpcrrundate20220420
C10;27;MST1022;3uL;QtyorID;Unknown;27;0.0618;NoCt;NoCt;0.991;-3.427;qpcr925;MONIS6;AssID05;Karmik;plt01;qpcrrundate20220420
C11;27;MST1022;3uL;QtyorID;Unknown;27;0.0618;NoCt;NoCt;0.991;-3.427;qpcr925;MONIS6;AssID05;Karmik;plt01;qpcrrundate20220420
C12;27;MST1022;3uL;QtyorID;Unknown;27;0.0618;NoCt;NoCt;0.991;-3.427;qpcr925;MONIS6;AssID05;Karmik;plt01;qpcrrundate20220420
D10;28;MST2021-089;3uL;QtyorID;Unknown;28;0.0618;NoCt;NoCt;0.991;-3.427;qpcr925;MONIS6;AssID05;Karmik;plt01;qpcrrundate20220420
D11;28;MST2021-089;3uL;QtyorID;Unknown;28;0.0618;NoCt;NoCt;0.991;-3.427;qpcr925;MONIS6;AssID05;Karmik;plt01;qpcrrundate20220420
D12;28;MST2021-089;3uL;QtyorID;Unknown;28;0.0618;NoCt;NoCt;0.991;-3.427;qpcr925;MONIS6;AssID05;Karmik;plt01;qpcrrundate20220420
E10;29;MST2021-088;3uL;QtyorID;Unknown;29;0.0618;NoCt;NoCt;0.991;-3.427;qpcr925;MONIS6;AssID05;Karmik;plt01;qpcrrundate20220420
E11;29;MST2021-088;3uL;QtyorID;Unknown;29;0.0618;NoCt;NoCt;0.991;-3.427;qpcr925;MONIS6;AssID05;Karmik;plt01;qpcrrundate20220420
E12;29;MST2021-088;3uL;QtyorID;Unknown;29;0.0618;NoCt;NoCt;0.991;-3.427;qpcr925;MONIS6;AssID05;Karmik;plt01;qpcrrundate20220420
F10;30;MST2021-062;3uL;QtyorID;Unknown;30;0.0618;NoCt;NoCt;0.991;-3.427;qpcr925;MONIS6;AssID05;Karmik;plt01;qpcrrundate20220420
F11;30;MST2021-062;3uL;QtyorID;Unknown;30;0.0618;NoCt;NoCt;0.991;-3.427;qpcr925;MONIS6;AssID05;Karmik;plt01;qpcrrundate20220420
F12;30;MST2021-062;3uL;QtyorID;Unknown;30;0.0618;NoCt;NoCt;0.991;-3.427;qpcr925;MONIS6;AssID05;Karmik;plt01;qpcrrundate20220420
G10;31;MST2021-051;3uL;QtyorID;Unknown;31;0.0618;NoCt;NoCt;0.991;-3.427;qpcr925;MONIS6;AssID05;Karmik;plt01;qpcrrundate20220420
G11;31;MST2021-051;3uL;QtyorID;Unknown;31;0.0618;NoCt;NoCt;0.991;-3.427;qpcr925;MONIS6;AssID05;Karmik;plt01;qpcrrundate20220420
G12;31;MST2021-051;3uL;QtyorID;Unknown;31;0.0618;NoCt;NoCt;0.991;-3.427;qpcr925;MONIS6;AssID05;Karmik;plt01;qpcrrundate20220420
H10;32;MST2021-099;3uL;QtyorID;Unknown;32;0.0618;36.45;1.588e+002;0.991;-3.427;qpcr925;MONIS6;AssID05;Karmik;plt01;qpcrrundate20220420
H11;32;MST2021-099;3uL;QtyorID;Unknown;32;0.0618;36.27;1.794e+002;0.991;-3.427;qpcr925;MONIS6;AssID05;Karmik;plt01;qpcrrundate20220420
H12;32;MST2021-099;3uL;QtyorID;Unknown;32;0.0618;36.26;1.802e+002;0.991;-3.427;qpcr925;MONIS6;AssID05;Karmik;plt01;qpcrrundate20220420
A1;01;std3E5;3uL;QtyorID;Standard;1;0.0503;24.56;3.00e+005;0.997;-3.417;qpcr926;MONIS6;AssID05;Karmik;plt02;qpcrrundate20220420
A2;01;std3E5;3uL;QtyorID;Standard;1;0.0503;24.69;3.00e+005;0.997;-3.417;qpcr926;MONIS6;AssID05;Karmik;plt02;qpcrrundate20220420
A3;01;std3E5;3uL;QtyorID;Standard;1;0.0503;24.51;3.00e+005;0.997;-3.417;qpcr926;MONIS6;AssID05;Karmik;plt02;qpcrrundate20220420
B1;02;std3E4;3uL;QtyorID;Standard;2;0.0503;28.34;3.00e+004;0.997;-3.417;qpcr926;MONIS6;AssID05;Karmik;plt02;qpcrrundate20220420
B2;02;std3E4;3uL;QtyorID;Standard;2;0.0503;28.24;3.00e+004;0.997;-3.417;qpcr926;MONIS6;AssID05;Karmik;plt02;qpcrrundate20220420
B3;02;std3E4;3uL;QtyorID;Standard;2;0.0503;28.15;3.00e+004;0.997;-3.417;qpcr926;MONIS6;AssID05;Karmik;plt02;qpcrrundate20220420
C1;03;std3E3;3uL;QtyorID;Standard;3;0.0503;31.38;3.00e+003;0.997;-3.417;qpcr926;MONIS6;AssID05;Karmik;plt02;qpcrrundate20220420
C2;03;std3E3;3uL;QtyorID;Standard;3;0.0503;31.57;3.00e+003;0.997;-3.417;qpcr926;MONIS6;AssID05;Karmik;plt02;qpcrrundate20220420
C3;03;std3E3;3uL;QtyorID;Standard;3;0.0503;31.39;3.00e+003;0.997;-3.417;qpcr926;MONIS6;AssID05;Karmik;plt02;qpcrrundate20220420
D1;04;std3E2;3uL;QtyorID;Standard;4;0.0503;34.98;3.00e+002;0.997;-3.417;qpcr926;MONIS6;AssID05;Karmik;plt02;qpcrrundate20220420
D2;04;std3E2;3uL;QtyorID;Standard;4;0.0503;35.02;3.00e+002;0.997;-3.417;qpcr926;MONIS6;AssID05;Karmik;plt02;qpcrrundate20220420
D3;04;std3E2;3uL;QtyorID;Standard;4;0.0503;35.12;3.00e+002;0.997;-3.417;qpcr926;MONIS6;AssID05;Karmik;plt02;qpcrrundate20220420
E1;05;std3E1;3uL;QtyorID;Standard;5;0.0503;37.69;3.00e+001;0.997;-3.417;qpcr926;MONIS6;AssID05;Karmik;plt02;qpcrrundate20220420
E2;05;std3E1;3uL;QtyorID;Standard;5;0.0503;38.99;3.00e+001;0.997;-3.417;qpcr926;MONIS6;AssID05;Karmik;plt02;qpcrrundate20220420
E3;05;std3E1;3uL;QtyorID;Standard;5;0.0503;38.14;3.00e+001;0.997;-3.417;qpcr926;MONIS6;AssID05;Karmik;plt02;qpcrrundate20220420
F1;06;std3E0;3uL;QtyorID;Standard;6;0.0503;NoCt;NoCt;0.997;-3.417;qpcr926;MONIS6;AssID05;Karmik;plt02;qpcrrundate20220420
F2;06;std3E0;3uL;QtyorID;Standard;6;0.0503;NoCt;NoCt;0.997;-3.417;qpcr926;MONIS6;AssID05;Karmik;plt02;qpcrrundate20220420
F3;06;std3E0;3uL;QtyorID;Standard;6;0.0503;NoCt;NoCt;0.997;-3.417;qpcr926;MONIS6;AssID05;Karmik;plt02;qpcrrundate20220420
G1;07;std3E-1;3uL;QtyorID;Standard;7;0.0503;NoCt;NoCt;0.997;-3.417;qpcr926;MONIS6;AssID05;Karmik;plt02;qpcrrundate20220420
G2;07;std3E-1;3uL;QtyorID;Standard;7;0.0503;NoCt;NoCt;0.997;-3.417;qpcr926;MONIS6;AssID05;Karmik;plt02;qpcrrundate20220420
G3;07;std3E-1;3uL;QtyorID;Standard;7;0.0503;NoCt;NoCt;0.997;-3.417;qpcr926;MONIS6;AssID05;Karmik;plt02;qpcrrundate20220420
H1;08;std3ENTC;3uL;QtyorID;NTC;8;0.0503;NoCt;NoCt;0.997;-3.417;qpcr926;MONIS6;AssID05;Karmik;plt02;qpcrrundate20220420
H2;08;std3ENTC;3uL;QtyorID;NTC;8;0.0503;NoCt;NoCt;0.997;-3.417;qpcr926;MONIS6;AssID05;Karmik;plt02;qpcrrundate20220420
H3;08;std3ENTC;3uL;QtyorID;NTC;8;0.0503;NoCt;NoCt;0.997;-3.417;qpcr926;MONIS6;AssID05;Karmik;plt02;qpcrrundate20220420
A4;09;MST2021-058;3uL;QtyorID;Unknown;9;0.0503;33.79;6.497e+002;0.997;-3.417;qpcr926;MONIS6;AssID05;Karmik;plt02;qpcrrundate20220420
A5;09;MST2021-058;3uL;QtyorID;Unknown;9;0.0503;33.33;8.874e+002;0.997;-3.417;qpcr926;MONIS6;AssID05;Karmik;plt02;qpcrrundate20220420
A6;09;MST2021-058;3uL;QtyorID;Unknown;9;0.0503;33.17;9.831e+002;0.997;-3.417;qpcr926;MONIS6;AssID05;Karmik;plt02;qpcrrundate20220420
B4;10;MST2021-064;3uL;QtyorID;Unknown;10;0.0503;31.80;2.478e+003;0.997;-3.417;qpcr926;MONIS6;AssID05;Karmik;plt02;qpcrrundate20220420
B5;10;MST2021-064;3uL;QtyorID;Unknown;10;0.0503;31.83;2.431e+003;0.997;-3.417;qpcr926;MONIS6;AssID05;Karmik;plt02;qpcrrundate20220420
B6;10;MST2021-064;3uL;QtyorID;Unknown;10;0.0503;32.26;1.814e+003;0.997;-3.417;qpcr926;MONIS6;AssID05;Karmik;plt02;qpcrrundate20220420
C4;11;MST2021-079;3uL;QtyorID;Unknown;11;0.0503;39.45;1.431e+001;0.997;-3.417;qpcr926;MONIS6;AssID05;Karmik;plt02;qpcrrundate20220420
C5;11;MST2021-079;3uL;QtyorID;Unknown;11;0.0503;38.73;2.326e+001;0.997;-3.417;qpcr926;MONIS6;AssID05;Karmik;plt02;qpcrrundate20220420
C6;11;MST2021-079;3uL;QtyorID;Unknown;11;0.0503;39.27;1.620e+001;0.997;-3.417;qpcr926;MONIS6;AssID05;Karmik;plt02;qpcrrundate20220420
D4;12;MST2021-082;3uL;QtyorID;Unknown;12;0.0503;31.90;2.318e+003;0.997;-3.417;qpcr926;MONIS6;AssID05;Karmik;plt02;qpcrrundate20220420
D5;12;MST2021-082;3uL;QtyorID;Unknown;12;0.0503;32.07;2.068e+003;0.997;-3.417;qpcr926;MONIS6;AssID05;Karmik;plt02;qpcrrundate20220420
D6;12;MST2021-082;3uL;QtyorID;Unknown;12;0.0503;32.57;1.479e+003;0.997;-3.417;qpcr926;MONIS6;AssID05;Karmik;plt02;qpcrrundate20220420
E4;13;MST2021-070;3uL;QtyorID;Unknown;13;0.0503;NoCt;NoCt;0.997;-3.417;qpcr926;MONIS6;AssID05;Karmik;plt02;qpcrrundate20220420
E5;13;MST2021-070;3uL;QtyorID;Unknown;13;0.0503;NoCt;NoCt;0.997;-3.417;qpcr926;MONIS6;AssID05;Karmik;plt02;qpcrrundate20220420
E6;13;MST2021-070;3uL;QtyorID;Unknown;13;0.0503;NoCt;NoCt;0.997;-3.417;qpcr926;MONIS6;AssID05;Karmik;plt02;qpcrrundate20220420
F4;14;MST1043;3uL;QtyorID;Unknown;14;0.0503;NoCt;NoCt;0.997;-3.417;qpcr926;MONIS6;AssID05;Karmik;plt02;qpcrrundate20220420
F5;14;MST1043;3uL;QtyorID;Unknown;14;0.0503;NoCt;NoCt;0.997;-3.417;qpcr926;MONIS6;AssID05;Karmik;plt02;qpcrrundate20220420
F6;14;MST1043;3uL;QtyorID;Unknown;14;0.0503;NoCt;NoCt;0.997;-3.417;qpcr926;MONIS6;AssID05;Karmik;plt02;qpcrrundate20220420
G4;15;MST1024;3uL;QtyorID;Unknown;15;0.0503;NoCt;NoCt;0.997;-3.417;qpcr926;MONIS6;AssID05;Karmik;plt02;qpcrrundate20220420
G5;15;MST1024;3uL;QtyorID;Unknown;15;0.0503;NoCt;NoCt;0.997;-3.417;qpcr926;MONIS6;AssID05;Karmik;plt02;qpcrrundate20220420
G6;15;MST1024;3uL;QtyorID;Unknown;15;0.0503;NoCt;NoCt;0.997;-3.417;qpcr926;MONIS6;AssID05;Karmik;plt02;qpcrrundate20220420
H4;16;MST1031;3uL;QtyorID;Unknown;16;0.0503;NoCt;NoCt;0.997;-3.417;qpcr926;MONIS6;AssID05;Karmik;plt02;qpcrrundate20220420
H5;16;MST1031;3uL;QtyorID;Unknown;16;0.0503;NoCt;NoCt;0.997;-3.417;qpcr926;MONIS6;AssID05;Karmik;plt02;qpcrrundate20220420
H6;16;MST1031;3uL;QtyorID;Unknown;16;0.0503;NoCt;NoCt;0.997;-3.417;qpcr926;MONIS6;AssID05;Karmik;plt02;qpcrrundate20220420
A7;17;MST2021-039;3uL;QtyorID;Unknown;17;0.0503;NoCt;NoCt;0.997;-3.417;qpcr926;MONIS6;AssID05;Karmik;plt02;qpcrrundate20220420
A8;17;MST2021-039;3uL;QtyorID;Unknown;17;0.0503;NoCt;NoCt;0.997;-3.417;qpcr926;MONIS6;AssID05;Karmik;plt02;qpcrrundate20220420
A9;17;MST2021-039;3uL;QtyorID;Unknown;17;0.0503;NoCt;NoCt;0.997;-3.417;qpcr926;MONIS6;AssID05;Karmik;plt02;qpcrrundate20220420
B7;18;MST1054;3uL;QtyorID;Unknown;18;0.0503;NoCt;NoCt;0.997;-3.417;qpcr926;MONIS6;AssID05;Karmik;plt02;qpcrrundate20220420
B8;18;MST1054;3uL;QtyorID;Unknown;18;0.0503;NoCt;NoCt;0.997;-3.417;qpcr926;MONIS6;AssID05;Karmik;plt02;qpcrrundate20220420
B9;18;MST1054;3uL;QtyorID;Unknown;18;0.0503;41.02;4.95;0.997;-3.417;qpcr926;MONIS6;AssID05;Karmik;plt02;qpcrrundate20220420
C7;19;MST2021-008;3uL;QtyorID;Unknown;19;0.0503;NoCt;NoCt;0.997;-3.417;qpcr926;MONIS6;AssID05;Karmik;plt02;qpcrrundate20220420
C8;19;MST2021-008;3uL;QtyorID;Unknown;19;0.0503;NoCt;NoCt;0.997;-3.417;qpcr926;MONIS6;AssID05;Karmik;plt02;qpcrrundate20220420
C9;19;MST2021-008;3uL;QtyorID;Unknown;19;0.0503;NoCt;NoCt;0.997;-3.417;qpcr926;MONIS6;AssID05;Karmik;plt02;qpcrrundate20220420
D7;20;MST2021-019;3uL;QtyorID;Unknown;20;0.0503;NoCt;NoCt;0.997;-3.417;qpcr926;MONIS6;AssID05;Karmik;plt02;qpcrrundate20220420
