"","Well","MST_sample_number","spcabbr","conc_copies_per_uL","Accepted_Droplets","Positives","Negatives","Tot_drop","init_concentration","ddpcrno","Bemaerkn","conc_qubit_ng_uL","Dato.for.ekstraktion","dato_80C","Dato_for_indsml","Dato_inds","Dyb_lagd01","Dyb_Str_m","Ekstraktionsnummer","Elueringvolumen.AE.buffer.uL","Inst","lokalitet_vanda","Lok_omr01","lok_pos_lat","lok_pos_lon","max_Dyb","MST.nummer","MST.n_Dinds","MSTno_di","MST_STEXno","Navn_Inds","Noter2","skib","smplNoSTEX","Sub_Nmb_for_extraction","Temp_Inds","U_Pr_Nr","vandsoejllagd","Vwf_mL","wdt","smpl_day","smpl_mnt","smpl_yea","Total_drop","Species","WellType","Conc","st_idx","species_idx","sp_st_idx","pres"
"11","D01","std_5E2","Mnelei",11.9505968093872,18107,183,17924,18107,500,"ddpcr0017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18107,"Mnelei","Standard",11.9505968093872,5,12,75,1
"12","E01","std_5E1","Mnelei",1.13924419879913,17564,17,17547,17564,50,"ddpcr0017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17564,"Mnelei","Standard",1.13924419879913,4,12,74,1
"13","F01","std_5E0","Mnelei",0.29102548956871,16172,4,16168,16172,5,"ddpcr0017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16172,"Mnelei","Standard",0.29102548956871,3,12,73,1
"14","G01","std_5E-1","Mnelei",0,15776,0,15776,15776,0.5,"ddpcr0017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15776,"Mnelei","Standard",0,2,12,72,0
"15","A01","std_5E5","Cragig",7568.0888671875,15549,15524,25,15549,5e+05,"ddpcr0018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15549,"Cragig","Standard",7568.0888671875,8,6,42,1
"16","B01","std_5E4","Cragig",1415.64965820313,13914,9737,4177,13914,50000,"ddpcr0018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13914,"Cragig","Standard",1415.64965820313,7,6,41,1
"17","C01","std_5E3","Cragig",134.698959350586,15557,1683,13874,15557,5000,"ddpcr0018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15557,"Cragig","Standard",134.698959350586,6,6,40,1
"18","D01","std_5E2","Cragig",11.5742712020874,13279,130,13149,13279,500,"ddpcr0018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13279,"Cragig","Standard",11.5742712020874,5,6,39,1
"19","E01","std_5E1","Cragig",1.06268715858459,15506,14,15492,15506,50,"ddpcr0018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15506,"Cragig","Standard",1.06268715858459,4,6,38,1
"20","F01","std_5E0","Cragig",0,15599,0,15599,15599,5,"ddpcr0018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15599,"Cragig","Standard",0,3,6,37,0
"21","G01","std_5E-1","Cragig",0,14788,0,14788,14788,0.5,"ddpcr0018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14788,"Cragig","Standard",0,2,6,36,0
"22","A01","std_5E5","Karmik",8108.990234375,12805,12792,13,12805,5e+05,"ddpcr0019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12805,"Karmik","Standard",8108.990234375,8,11,71,1
"23","B01","std_5E4","Karmik",751.454833984375,14253,6728,7525,14253,50000,"ddpcr0019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14253,"Karmik","Standard",751.454833984375,7,11,70,1
"24","C01","std_5E3","Karmik",66.8757171630859,12360,683,11677,12360,5000,"ddpcr0019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12360,"Karmik","Standard",66.8757171630859,6,11,69,1
"25","D01","std_5E2","Karmik",5.75292348861694,13940,68,13872,13940,500,"ddpcr0019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13940,"Karmik","Standard",5.75292348861694,5,11,68,1
"26","E01","std_5E1","Karmik",0.711551070213318,14885,9,14876,14885,50,"ddpcr0019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14885,"Karmik","Standard",0.711551070213318,4,11,67,1
"27","F01","std_5E0","Karmik",0.0818101316690445,14381,1,14380,14381,5,"ddpcr0019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14381,"Karmik","Standard",0.0818101316690445,3,11,66,1
"28","G01","std_5E-1","Karmik",0,14389,0,14389,14389,0.5,"ddpcr0019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14389,"Karmik","Standard",0,2,11,65,0
"29","A01","std_5E5","Bonham",1e+06,16412,16412,0,16412,5e+05,"ddpcr0021",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16412,"Bonham","Standard",1e+06,8,1,7,1
"30","B01","std_5E4","Bonham",1479.57019042969,17079,12223,4856,17079,50000,"ddpcr0021",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17079,"Bonham","Standard",1479.57019042969,7,1,6,1
"31","C01","std_5E3","Bonham",158.949859619141,17962,2270,15692,17962,5000,"ddpcr0021",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17962,"Bonham","Standard",158.949859619141,6,1,5,1
"32","D01","std_5E2","Bonham",13.1957635879517,19814,221,19593,19814,500,"ddpcr0021",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19814,"Bonham","Standard",13.1957635879517,5,1,4,1
"33","E01","std_5E1","Bonham",1.68454015254974,19569,28,19541,19569,50,"ddpcr0021",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19569,"Bonham","Standard",1.68454015254974,4,1,3,1
"34","F01","std_5E0","Bonham",0.120564721524715,19517,2,19515,19517,5,"ddpcr0021",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19517,"Bonham","Standard",0.120564721524715,3,1,2,1
"35","G01","std_5E-1","Bonham",0,19364,0,19364,19364,0.5,"ddpcr0021",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19364,"Bonham","Standard",0,2,1,1,0
"36","A01","std_5E5","Calsap",1e+06,17169,17169,0,17169,5e+05,"ddpcr0022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17169,"Calsap","Standard",1e+06,8,2,14,1
"37","B01","std_5E4","Calsap",1104.17041015625,17766,10816,6950,17766,50000,"ddpcr0022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17766,"Calsap","Standard",1104.17041015625,7,2,13,1
"38","C01","std_5E3","Calsap",132.248840332031,16478,1752,14726,16478,5000,"ddpcr0022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16478,"Calsap","Standard",132.248840332031,6,2,12,1
"39","D01","std_5E2","Calsap",11.6470079421997,17866,176,17690,17866,500,"ddpcr0022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17866,"Calsap","Standard",11.6470079421997,5,2,11,1
"40","E01","std_5E1","Calsap",1.33881843090057,18464,21,18443,18464,50,"ddpcr0022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18464,"Calsap","Standard",1.33881843090057,4,2,10,1
"41","F01","std_5E0","Calsap",0,17296,0,17296,17296,5,"ddpcr0022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17296,"Calsap","Standard",0,3,2,9,0
"42","G01","std_5E-1","Calsap",0,17328,0,17328,17328,0.5,"ddpcr0022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17328,"Calsap","Standard",0,2,2,8,0
"43","A01","std_5E5","Psefar",1e+06,18495,18495,0,18495,5e+05,"ddpcr0023",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18495,"Psefar","Standard",1e+06,8,16,106,1
"44","B01","std_5E4","Psefar",1743.36169433594,17402,13448,3954,17402,50000,"ddpcr0023",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17402,"Psefar","Standard",1743.36169433594,7,16,105,1
"45","C01","std_5E3","Psefar",151.319473266602,18808,2270,16538,18808,5000,"ddpcr0023",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18808,"Psefar","Standard",151.319473266602,6,16,104,1
"46","D01","std_5E2","Psefar",13.6496906280518,18812,217,18595,18812,500,"ddpcr0023",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18812,"Psefar","Standard",13.6496906280518,5,16,103,1
"47","E01","std_5E1","Psefar",1.40060007572174,17650,21,17629,17650,50,"ddpcr0023",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17650,"Psefar","Standard",1.40060007572174,4,16,102,1
"48","F01","std_5E0","Psefar",0,17927,0,17927,17927,5,"ddpcr0023",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17927,"Psefar","Standard",0,3,16,101,0
"49","G01","std_5E-1","Psefar",0,17513,0,17513,17513,0.5,"ddpcr0023",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17513,"Psefar","Standard",0,2,16,100,0
"50","A01","std_5E5","Psever",1e+06,12696,12696,0,12696,5e+05,"ddpcr0024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12696,"Psever","Standard",1e+06,8,17,113,1
"51","B01","std_5E4","Psever",1716.13806152344,11723,8997,2726,11723,50000,"ddpcr0024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11723,"Psever","Standard",1716.13806152344,7,17,112,1
"52","C01","std_5E3","Psever",172.116760253906,12454,1695,10759,12454,5000,"ddpcr0024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12454,"Psever","Standard",172.116760253906,6,17,111,1
"53","D01","std_5E2","Psever",15.2497501373291,15219,196,15023,15219,500,"ddpcr0024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15219,"Psever","Standard",15.2497501373291,5,17,110,1
"54","E01","std_5E1","Psever",1.55914282798767,12081,16,12065,12081,50,"ddpcr0024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12081,"Psever","Standard",1.55914282798767,4,17,109,1
"55","F01","std_5E0","Psever",0.171334832906723,13734,2,13732,13734,5,"ddpcr0024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13734,"Psever","Standard",0.171334832906723,3,17,108,1
"56","G01","std_5E-1","Psever",0.0895778387784958,13134,1,13133,13134,0.5,"ddpcr0024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13134,"Psever","Standard",0.0895778387784958,2,17,107,1
"57","A01","std_5E5","Hemsan",8551.943359375,17224,17212,12,17224,5e+05,"ddpcr0025",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17224,"Hemsan","Standard",8551.943359375,8,8,56,1
"58","B01","std_5E4","Hemsan",959.890258789063,17979,10028,7951,17979,50000,"ddpcr0025",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17979,"Hemsan","Standard",959.890258789063,7,8,55,1
"59","C01","std_5E3","Hemsan",102.989860534668,18015,1510,16505,18015,5000,"ddpcr0025",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18015,"Hemsan","Standard",102.989860534668,6,8,54,1
"60","D01","std_5E2","Hemsan",10.8218460083008,16382,150,16232,16382,500,"ddpcr0025",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16382,"Hemsan","Standard",10.8218460083008,5,8,53,1
"61","E01","std_5E1","Hemsan",0.814260482788086,17344,12,17332,17344,50,"ddpcr0025",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17344,"Hemsan","Standard",0.814260482788086,4,8,52,1
"62","F01","std_5E0","Hemsan",0.0644941776990891,18242,1,18241,18242,5,"ddpcr0025",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18242,"Hemsan","Standard",0.0644941776990891,3,8,51,1
"63","G01","std_5E-1","Hemsan",0,18131,0,18131,18131,0.5,"ddpcr0025",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18131,"Hemsan","Standard",0,2,8,50,0
"64","A01","std","Hemtak",9998.9775390625,19642,19638,4,19642,NA,"ddpcr0026",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19642,"Hemtak","Standard",9998.9775390625,1,9,57,1
"65","B01","std","Hemtak",998.050048828125,17558,10041,7517,17558,NA,"ddpcr0026",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17558,"Hemtak","Standard",998.050048828125,1,9,57,1
"66","C01","std","Hemtak",97.6351547241211,17755,1414,16341,17755,NA,"ddpcr0026",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17755,"Hemtak","Standard",97.6351547241211,1,9,57,1
"67","D01","std","Hemtak",11.1560325622559,17165,162,17003,17165,NA,"ddpcr0026",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17165,"Hemtak","Standard",11.1560325622559,1,9,57,1
"68","E01","std","Hemtak",1.13600873947144,17614,17,17597,17614,NA,"ddpcr0026",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17614,"Hemtak","Standard",1.13600873947144,1,9,57,1
"69","F01","std","Hemtak",0,17947,0,17947,17947,NA,"ddpcr0026",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17947,"Hemtak","Standard",0,1,9,57,0
"70","G01","std","Hemtak",0,18367,0,18367,18367,NA,"ddpcr0026",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18367,"Hemtak","Standard",0,1,9,57,0
"71","A01","std_5E5","Colper",1e+06,18036,18036,0,18036,5e+05,"ddpcr0033",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18036,"Colper","Standard",1e+06,8,4,28,1
"72","B01","std_5E4","Colper",2092.83154296875,15152,12594,2558,15152,50000,"ddpcr0033",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15152,"Colper","Standard",2092.83154296875,7,4,27,1
"73","C01","std_5E3","Colper",208.907669067383,16718,2720,13998,16718,5000,"ddpcr0033",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16718,"Colper","Standard",208.907669067383,6,4,26,1
"74","D01","std_5E2","Colper",18.8821182250977,16958,270,16688,16958,500,"ddpcr0033",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16958,"Colper","Standard",18.8821182250977,5,4,25,1
"75","E01","std_5E1","Colper",2.2340133190155,17922,34,17888,17922,50,"ddpcr0033",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17922,"Colper","Standard",2.2340133190155,4,4,24,1
"76","F01","std_5E0","Colper",0.210528910160065,16766,3,16763,16766,5,"ddpcr0033",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16766,"Colper","Standard",0.210528910160065,3,4,23,1
