"","Well","replno","smpltp","templvol","QtyID","WellType","Replicate","ThresholddRn","CtdRn","Quantitycopies","RSqdRn","SlopedRn","qpcrno","MONISprojectno","AssayID","spcabbr","plateno","qpcrrundate","Conc","Species","Sample_Name","Ct","MST_sample_number","Bemaerkn","conc_qubit_ng_uL","Dato.for.ekstraktion","dato_80C","Dato_for_indsml","Dato_inds","Dyb_lagd01","Dyb_Str_m","Ekstraktionsnummer","Elueringvolumen.AE.buffer.uL","Inst","lokalitet_vanda","Lok_omr01","lok_pos_lat","lok_pos_lon","max_Dyb","MST.nummer","MST.n_Dinds","MSTno_di","MST_STEXno","Navn_Inds","Noter2","skib","smplNoSTEX","Sub_Nmb_for_extraction","Temp_Inds","U_Pr_Nr","vandsoejllagd","Vwf_mL","wdt","smpl_day","smpl_mnt","smpl_yea","init_concentration","int_concentation","st_idx","species_idx","sp_st_idx","pres"
"22","A01",1,"std3E5","3uL","QtyorID","Standard",1,0.0503,"24.56","3.00e+005",0.997,-3.417,"qpcr926","MONIS6","AssID05","Karmik","plt02","qpcrrundate20220420",3e+05,"Karmik","std3E5",24.56,"std3E5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3e+05,3e+05,6,11,66,1
"23","A02",1,"std3E5","3uL","QtyorID","Standard",1,0.0503,"24.69","3.00e+005",0.997,-3.417,"qpcr926","MONIS6","AssID05","Karmik","plt02","qpcrrundate20220420",3e+05,"Karmik","std3E5",24.69,"std3E5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3e+05,3e+05,6,11,66,1
"24","A03",1,"std3E5","3uL","QtyorID","Standard",1,0.0503,"24.51","3.00e+005",0.997,-3.417,"qpcr926","MONIS6","AssID05","Karmik","plt02","qpcrrundate20220420",3e+05,"Karmik","std3E5",24.51,"std3E5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3e+05,3e+05,6,11,66,1
"25","B01",2,"std3E4","3uL","QtyorID","Standard",2,0.0503,"28.34","3.00e+004",0.997,-3.417,"qpcr926","MONIS6","AssID05","Karmik","plt02","qpcrrundate20220420",30000,"Karmik","std3E4",28.34,"std3E4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30000,30000,5,11,65,1
"26","B02",2,"std3E4","3uL","QtyorID","Standard",2,0.0503,"28.24","3.00e+004",0.997,-3.417,"qpcr926","MONIS6","AssID05","Karmik","plt02","qpcrrundate20220420",30000,"Karmik","std3E4",28.24,"std3E4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30000,30000,5,11,65,1
"27","B03",2,"std3E4","3uL","QtyorID","Standard",2,0.0503,"28.15","3.00e+004",0.997,-3.417,"qpcr926","MONIS6","AssID05","Karmik","plt02","qpcrrundate20220420",30000,"Karmik","std3E4",28.15,"std3E4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30000,30000,5,11,65,1
"28","C01",3,"std3E3","3uL","QtyorID","Standard",3,0.0503,"31.38","3.00e+003",0.997,-3.417,"qpcr926","MONIS6","AssID05","Karmik","plt02","qpcrrundate20220420",3000,"Karmik","std3E3",31.38,"std3E3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3000,3000,4,11,64,1
"29","C02",3,"std3E3","3uL","QtyorID","Standard",3,0.0503,"31.57","3.00e+003",0.997,-3.417,"qpcr926","MONIS6","AssID05","Karmik","plt02","qpcrrundate20220420",3000,"Karmik","std3E3",31.57,"std3E3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3000,3000,4,11,64,1
"30","C03",3,"std3E3","3uL","QtyorID","Standard",3,0.0503,"31.39","3.00e+003",0.997,-3.417,"qpcr926","MONIS6","AssID05","Karmik","plt02","qpcrrundate20220420",3000,"Karmik","std3E3",31.39,"std3E3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3000,3000,4,11,64,1
"31","D01",4,"std3E2","3uL","QtyorID","Standard",4,0.0503,"34.98","3.00e+002",0.997,-3.417,"qpcr926","MONIS6","AssID05","Karmik","plt02","qpcrrundate20220420",300,"Karmik","std3E2",34.98,"std3E2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300,300,3,11,63,1
"32","D02",4,"std3E2","3uL","QtyorID","Standard",4,0.0503,"35.02","3.00e+002",0.997,-3.417,"qpcr926","MONIS6","AssID05","Karmik","plt02","qpcrrundate20220420",300,"Karmik","std3E2",35.02,"std3E2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300,300,3,11,63,1
"33","D03",4,"std3E2","3uL","QtyorID","Standard",4,0.0503,"35.12","3.00e+002",0.997,-3.417,"qpcr926","MONIS6","AssID05","Karmik","plt02","qpcrrundate20220420",300,"Karmik","std3E2",35.12,"std3E2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300,300,3,11,63,1
"34","E01",5,"std3E1","3uL","QtyorID","Standard",5,0.0503,"37.69","3.00e+001",0.997,-3.417,"qpcr926","MONIS6","AssID05","Karmik","plt02","qpcrrundate20220420",30,"Karmik","std3E1",37.69,"std3E1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,30,2,11,62,1
"35","E02",5,"std3E1","3uL","QtyorID","Standard",5,0.0503,"38.99","3.00e+001",0.997,-3.417,"qpcr926","MONIS6","AssID05","Karmik","plt02","qpcrrundate20220420",30,"Karmik","std3E1",38.99,"std3E1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,30,2,11,62,1
"36","E03",5,"std3E1","3uL","QtyorID","Standard",5,0.0503,"38.14","3.00e+001",0.997,-3.417,"qpcr926","MONIS6","AssID05","Karmik","plt02","qpcrrundate20220420",30,"Karmik","std3E1",38.14,"std3E1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,30,2,11,62,1
"37","F01",6,"std3E0","3uL","QtyorID","Standard",6,0.0503,"NoCt","NoCt",0.997,-3.417,"qpcr926","MONIS6","AssID05","Karmik","plt02","qpcrrundate20220420",0,"Karmik","std3E0",0,"std3E0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,1,11,61,0
"38","F02",6,"std3E0","3uL","QtyorID","Standard",6,0.0503,"NoCt","NoCt",0.997,-3.417,"qpcr926","MONIS6","AssID05","Karmik","plt02","qpcrrundate20220420",0,"Karmik","std3E0",0,"std3E0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,1,11,61,0
"39","F03",6,"std3E0","3uL","QtyorID","Standard",6,0.0503,"NoCt","NoCt",0.997,-3.417,"qpcr926","MONIS6","AssID05","Karmik","plt02","qpcrrundate20220420",0,"Karmik","std3E0",0,"std3E0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,1,11,61,0
"40","G01",7,"std3E-1","3uL","QtyorID","Standard",7,0.0503,"NoCt","NoCt",0.997,-3.417,"qpcr926","MONIS6","AssID05","Karmik","plt02","qpcrrundate20220420",0,"Karmik","std3E-1",0,"std3E1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,0.3,2,11,62,0
"41","G02",7,"std3E-1","3uL","QtyorID","Standard",7,0.0503,"NoCt","NoCt",0.997,-3.417,"qpcr926","MONIS6","AssID05","Karmik","plt02","qpcrrundate20220420",0,"Karmik","std3E-1",0,"std3E1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,0.3,2,11,62,0
"42","G03",7,"std3E-1","3uL","QtyorID","Standard",7,0.0503,"NoCt","NoCt",0.997,-3.417,"qpcr926","MONIS6","AssID05","Karmik","plt02","qpcrrundate20220420",0,"Karmik","std3E-1",0,"std3E1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,0.3,2,11,62,0
"43","A01",1,"std3E5","3uL","QtyorID","Standard",1,0.1293,"21.10","3.00e+005",0.989,-3.305,"qpcr927","MONIS6","AssID04","Psever","plt01","qpcrrundate20220422",3e+05,"Psever","std3E5",21.1,"std3E5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3e+05,3e+05,6,17,101,1
"44","A02",1,"std3E5","3uL","QtyorID","Standard",1,0.1293,"21.39","3.00e+005",0.989,-3.305,"qpcr927","MONIS6","AssID04","Psever","plt01","qpcrrundate20220422",3e+05,"Psever","std3E5",21.39,"std3E5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3e+05,3e+05,6,17,101,1
"45","A03",1,"std3E5","3uL","QtyorID","Standard",1,0.1293,"21.42","3.00e+005",0.989,-3.305,"qpcr927","MONIS6","AssID04","Psever","plt01","qpcrrundate20220422",3e+05,"Psever","std3E5",21.42,"std3E5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3e+05,3e+05,6,17,101,1
"46","B01",2,"std3E4","3uL","QtyorID","Standard",2,0.1293,"24.94","3.00e+004",0.989,-3.305,"qpcr927","MONIS6","AssID04","Psever","plt01","qpcrrundate20220422",30000,"Psever","std3E4",24.94,"std3E4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30000,30000,5,17,100,1
"47","B02",2,"std3E4","3uL","QtyorID","Standard",2,0.1293,"24.85","3.00e+004",0.989,-3.305,"qpcr927","MONIS6","AssID04","Psever","plt01","qpcrrundate20220422",30000,"Psever","std3E4",24.85,"std3E4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30000,30000,5,17,100,1
"48","B03",2,"std3E4","3uL","QtyorID","Standard",2,0.1293,"24.98","3.00e+004",0.989,-3.305,"qpcr927","MONIS6","AssID04","Psever","plt01","qpcrrundate20220422",30000,"Psever","std3E4",24.98,"std3E4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30000,30000,5,17,100,1
"49","C01",3,"std3E3","3uL","QtyorID","Standard",3,0.1293,"28.13","3.00e+003",0.989,-3.305,"qpcr927","MONIS6","AssID04","Psever","plt01","qpcrrundate20220422",3000,"Psever","std3E3",28.13,"std3E3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3000,3000,4,17,99,1
"50","C02",3,"std3E3","3uL","QtyorID","Standard",3,0.1293,"28.25","3.00e+003",0.989,-3.305,"qpcr927","MONIS6","AssID04","Psever","plt01","qpcrrundate20220422",3000,"Psever","std3E3",28.25,"std3E3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3000,3000,4,17,99,1
"51","C03",3,"std3E3","3uL","QtyorID","Standard",3,0.1293,"28.40","3.00e+003",0.989,-3.305,"qpcr927","MONIS6","AssID04","Psever","plt01","qpcrrundate20220422",3000,"Psever","std3E3",28.4,"std3E3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3000,3000,4,17,99,1
"52","D01",4,"std3E2","3uL","QtyorID","Standard",4,0.1293,"31.93","3.00e+002",0.989,-3.305,"qpcr927","MONIS6","AssID04","Psever","plt01","qpcrrundate20220422",300,"Psever","std3E2",31.93,"std3E2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300,300,3,17,98,1
"53","D02",4,"std3E2","3uL","QtyorID","Standard",4,0.1293,"31.92","3.00e+002",0.989,-3.305,"qpcr927","MONIS6","AssID04","Psever","plt01","qpcrrundate20220422",300,"Psever","std3E2",31.92,"std3E2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300,300,3,17,98,1
"54","D03",4,"std3E2","3uL","QtyorID","Standard",4,0.1293,"32.00","3.00e+002",0.989,-3.305,"qpcr927","MONIS6","AssID04","Psever","plt01","qpcrrundate20220422",300,"Psever","std3E2",32,"std3E2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300,300,3,17,98,1
"55","E01",5,"std3E1","3uL","QtyorID","Standard",5,0.1293,"35.57","3.00e+001",0.989,-3.305,"qpcr927","MONIS6","AssID04","Psever","plt01","qpcrrundate20220422",30,"Psever","std3E1",35.57,"std3E1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,30,2,17,97,1
"56","E02",5,"std3E1","3uL","QtyorID","Standard",5,0.1293,"35.50","3.00e+001",0.989,-3.305,"qpcr927","MONIS6","AssID04","Psever","plt01","qpcrrundate20220422",30,"Psever","std3E1",35.5,"std3E1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,30,2,17,97,1
